"step","run-multi-task-debiasing-separate-logits - _step","run-multi-task-debiasing-separate-logits - _step__MIN","run-multi-task-debiasing-separate-logits - _step__MAX","run-multi-task-debiasing-separate-logits - Total loss","run-multi-task-debiasing-separate-logits - Total loss__MIN","run-multi-task-debiasing-separate-logits - Total loss__MAX"
"657","3280","3280","3280","7.744647026062012","7.744647026062012","7.744647026062012"
"662","3305","3305","3305","10.170652389526367","10.170652389526367","10.170652389526367"
"667","3330","3330","3330","9.33867359161377","9.33867359161377","9.33867359161377"
"710","3545","3545","3545","9.041118621826172","9.041118621826172","9.041118621826172"
"723","3610","3610","3610","7.714468955993652","7.714468955993652","7.714468955993652"
"744","3715","3715","3715","7.622786521911621","7.622786521911621","7.622786521911621"
"750","3745","3745","3745","8.86987018585205","8.86987018585205","8.86987018585205"
"757","3780","3780","3780","8.567705154418945","8.567705154418945","8.567705154418945"
"771","3850","3850","3850","8.546777725219727","8.546777725219727","8.546777725219727"
"775","3870","3870","3870","8.475491523742676","8.475491523742676","8.475491523742676"
"782","3905","3905","3905","9.46229076385498","9.46229076385498","9.46229076385498"
"852","4255","4255","4255","8.230316162109375","8.230316162109375","8.230316162109375"
"856","4275","4275","4275","7.803976058959961","7.803976058959961","7.803976058959961"
"859","4290","4290","4290","7.503447532653809","7.503447532653809","7.503447532653809"
"876","4375","4375","4375","8.083593368530273","8.083593368530273","8.083593368530273"
"879","4390","4390","4390","8.131495475769043","8.131495475769043","8.131495475769043"
"889","4440","4440","4440","8.172304153442383","8.172304153442383","8.172304153442383"
"899","4490","4490","4490","8.95486068725586","8.95486068725586","8.95486068725586"
"901","4500","4500","4500","7.169665336608887","7.169665336608887","7.169665336608887"
"904","4515","4515","4515","7.355524063110352","7.355524063110352","7.355524063110352"
"908","4535","4535","4535","8.144205093383789","8.144205093383789","8.144205093383789"
"913","4560","4560","4560","8.300091743469238","8.300091743469238","8.300091743469238"
"917","4580","4580","4580","9.712474822998047","9.712474822998047","9.712474822998047"
"924","4615","4615","4615","8.290821075439453","8.290821075439453","8.290821075439453"
"929","4640","4640","4640","8.676830291748047","8.676830291748047","8.676830291748047"
"963","4810","4810","4810","9.166369438171387","9.166369438171387","9.166369438171387"
"989","4940","4940","4940","7.466119766235352","7.466119766235352","7.466119766235352"
"1009","5040","5040","5040","8.021349906921387","8.021349906921387","8.021349906921387"
"1030","5145","5145","5145","7.696005821228027","7.696005821228027","7.696005821228027"
"1032","5155","5155","5155","8.393842697143555","8.393842697143555","8.393842697143555"
"1046","5225","5225","5225","8.705777168273926","8.705777168273926","8.705777168273926"
"1047","5230","5230","5230","7.317992210388184","7.317992210388184","7.317992210388184"
"1049","5240","5240","5240","9.09400749206543","9.09400749206543","9.09400749206543"
"1071","5350","5350","5350","8.793306350708008","8.793306350708008","8.793306350708008"
"1084","5415","5415","5415","8.988119125366211","8.988119125366211","8.988119125366211"
"1116","5575","5575","5575","9.393789291381836","9.393789291381836","9.393789291381836"
"1117","5580","5580","5580","8.687921524047852","8.687921524047852","8.687921524047852"
"1132","5655","5655","5655","7.7344536781311035","7.7344536781311035","7.7344536781311035"
"1135","5670","5670","5670","8.354963302612305","8.354963302612305","8.354963302612305"
"1143","5710","5710","5710","7.494777679443359","7.494777679443359","7.494777679443359"
"1171","5850","5850","5850","8.045822143554688","8.045822143554688","8.045822143554688"
"1178","5885","5885","5885","8.932693481445312","8.932693481445312","8.932693481445312"
"1181","5900","5900","5900","8.129597663879395","8.129597663879395","8.129597663879395"
"1192","5955","5955","5955","7.246561050415039","7.246561050415039","7.246561050415039"
"1193","5960","5960","5960","7.689672470092773","7.689672470092773","7.689672470092773"
"1198","5985","5985","5985","6.675929069519043","6.675929069519043","6.675929069519043"
"1206","6025","6025","6025","7.288674354553223","7.288674354553223","7.288674354553223"
"1208","6035","6035","6035","7.847762584686279","7.847762584686279","7.847762584686279"
"1219","6090","6090","6090","6.930124282836914","6.930124282836914","6.930124282836914"
"1249","6240","6240","6240","7.468592166900635","7.468592166900635","7.468592166900635"
"1256","6275","6275","6275","7.20059871673584","7.20059871673584","7.20059871673584"
"1271","6350","6350","6350","7.880959510803223","7.880959510803223","7.880959510803223"
"1278","6385","6385","6385","8.302242279052734","8.302242279052734","8.302242279052734"
"1291","6450","6450","6450","7.7147393226623535","7.7147393226623535","7.7147393226623535"
"1298","6485","6485","6485","7.049698829650879","7.049698829650879","7.049698829650879"
"1315","6570","6570","6570","6.802984714508057","6.802984714508057","6.802984714508057"
"1323","6610","6610","6610","7.225429534912109","7.225429534912109","7.225429534912109"
"1358","6785","6785","6785","8.776139259338379","8.776139259338379","8.776139259338379"
"1368","6835","6835","6835","6.8197174072265625","6.8197174072265625","6.8197174072265625"
"1388","6935","6935","6935","9.032110214233398","9.032110214233398","9.032110214233398"
"1401","7000","7000","7000","7.378908157348633","7.378908157348633","7.378908157348633"
"1434","7165","7165","7165","7.679644584655762","7.679644584655762","7.679644584655762"
"1449","7240","7240","7240","7.3067307472229","7.3067307472229","7.3067307472229"
"1469","7340","7340","7340","7.49930477142334","7.49930477142334","7.49930477142334"
"1484","7415","7415","7415","7.971596717834473","7.971596717834473","7.971596717834473"
"1489","7440","7440","7440","7.461424350738525","7.461424350738525","7.461424350738525"
"1500","7495","7495","7495","8.359733581542969","8.359733581542969","8.359733581542969"
"1501","7500","7500","7500","7.79056453704834","7.79056453704834","7.79056453704834"
"1506","7525","7525","7525","7.838720321655273","7.838720321655273","7.838720321655273"
"1509","7540","7540","7540","8.749383926391602","8.749383926391602","8.749383926391602"
"1531","7650","7650","7650","7.78508186340332","7.78508186340332","7.78508186340332"
"1576","7875","7875","7875","7.792466163635254","7.792466163635254","7.792466163635254"
"1622","8105","8105","8105","8.367778778076172","8.367778778076172","8.367778778076172"
"1625","8120","8120","8120","7.6915388107299805","7.6915388107299805","7.6915388107299805"
"1627","8130","8130","8130","6.709755897521973","6.709755897521973","6.709755897521973"
"1639","8190","8190","8190","7.1441240310668945","7.1441240310668945","7.1441240310668945"
"1645","8220","8220","8220","8.41473388671875","8.41473388671875","8.41473388671875"
"1648","8235","8235","8235","7.406377792358398","7.406377792358398","7.406377792358398"
"1650","8245","8245","8245","8.099771499633789","8.099771499633789","8.099771499633789"
"1660","8295","8295","8295","8.019908905029297","8.019908905029297","8.019908905029297"
"1670","8345","8345","8345","8.04709243774414","8.04709243774414","8.04709243774414"
"1678","8385","8385","8385","6.423454284667969","6.423454284667969","6.423454284667969"
"1681","8400","8400","8400","9.09925651550293","9.09925651550293","9.09925651550293"
"1684","8415","8415","8415","8.248394012451172","8.248394012451172","8.248394012451172"
"1685","8420","8420","8420","8.142753601074219","8.142753601074219","8.142753601074219"
"1687","8430","8430","8430","9.40648078918457","9.40648078918457","9.40648078918457"
"1713","8560","8560","8560","6.783641338348389","6.783641338348389","6.783641338348389"
"1747","8730","8730","8730","7.556848526000977","7.556848526000977","7.556848526000977"
"1748","8735","8735","8735","7.038683891296387","7.038683891296387","7.038683891296387"
"1751","8750","8750","8750","7.917818069458008","7.917818069458008","7.917818069458008"
"1802","9005","9005","9005","7.2774739265441895","7.2774739265441895","7.2774739265441895"
"1820","9095","9095","9095","8.692405700683594","8.692405700683594","8.692405700683594"
"1821","9100","9100","9100","7.755221366882324","7.755221366882324","7.755221366882324"
"1838","9185","9185","9185","6.877201080322266","6.877201080322266","6.877201080322266"
"1843","9210","9210","9210","8.49625301361084","8.49625301361084","8.49625301361084"
"1846","9225","9225","9225","7.395421504974365","7.395421504974365","7.395421504974365"
"1849","9240","9240","9240","6.739217281341553","6.739217281341553","6.739217281341553"
"1865","9320","9320","9320","7.986641883850098","7.986641883850098","7.986641883850098"
"1869","9340","9340","9340","8.188285827636719","8.188285827636719","8.188285827636719"
"1870","9345","9345","9345","6.949881553649902","6.949881553649902","6.949881553649902"
"1884","9415","9415","9415","7.90767765045166","7.90767765045166","7.90767765045166"
"1888","9435","9435","9435","7.223729133605957","7.223729133605957","7.223729133605957"
"1932","9655","9655","9655","7.2264509201049805","7.2264509201049805","7.2264509201049805"
"1970","9845","9845","9845","7.105053901672363","7.105053901672363","7.105053901672363"
"1983","9910","9910","9910","8.029450416564941","8.029450416564941","8.029450416564941"
"1986","9925","9925","9925","6.995449066162109","6.995449066162109","6.995449066162109"
"1995","9970","9970","9970","6.413131237030029","6.413131237030029","6.413131237030029"
"1999","9990","9990","9990","6.948920249938965","6.948920249938965","6.948920249938965"
"2003","10010","10010","10010","7.898948669433594","7.898948669433594","7.898948669433594"
"2015","10070","10070","10070","7.565838813781738","7.565838813781738","7.565838813781738"
"2051","10250","10250","10250","7.482477188110352","7.482477188110352","7.482477188110352"
"2074","10365","10365","10365","6.836201190948486","6.836201190948486","6.836201190948486"
"2081","10400","10400","10400","6.864281177520752","6.864281177520752","6.864281177520752"
"2093","10460","10460","10460","6.625330924987793","6.625330924987793","6.625330924987793"
"2117","10580","10580","10580","7.2509050369262695","7.2509050369262695","7.2509050369262695"
"2122","10605","10605","10605","8.552626609802246","8.552626609802246","8.552626609802246"
"2137","10680","10680","10680","7.148046970367432","7.148046970367432","7.148046970367432"
"2149","10740","10740","10740","6.571048259735107","6.571048259735107","6.571048259735107"
"2151","10750","10750","10750","6.973167419433594","6.973167419433594","6.973167419433594"
"2171","10850","10850","10850","7.4661173820495605","7.4661173820495605","7.4661173820495605"
"2192","10955","10955","10955","6.884007453918457","6.884007453918457","6.884007453918457"
"2214","11065","11065","11065","6.928468704223633","6.928468704223633","6.928468704223633"
"2227","11130","11130","11130","6.58631706237793","6.58631706237793","6.58631706237793"
"2237","11180","11180","11180","6.854405403137207","6.854405403137207","6.854405403137207"
"2251","11250","11250","11250","6.954289436340332","6.954289436340332","6.954289436340332"
"2258","11285","11285","11285","6.206064224243164","6.206064224243164","6.206064224243164"
"2275","11370","11370","11370","7.958051681518555","7.958051681518555","7.958051681518555"
"2281","11400","11400","11400","7.2260003089904785","7.2260003089904785","7.2260003089904785"
"2299","11490","11490","11490","6.461788177490234","6.461788177490234","6.461788177490234"
"2310","11545","11545","11545","7.878211498260498","7.878211498260498","7.878211498260498"
"2317","11580","11580","11580","7.336509704589844","7.336509704589844","7.336509704589844"
"2346","11725","11725","11725","6.76765775680542","6.76765775680542","6.76765775680542"
"2359","11790","11790","11790","6.226602554321289","6.226602554321289","6.226602554321289"
"2365","11820","11820","11820","6.674162864685059","6.674162864685059","6.674162864685059"
"2375","11870","11870","11870","7.12968111038208","7.12968111038208","7.12968111038208"
"2415","12070","12070","12070","6.790678977966309","6.790678977966309","6.790678977966309"
"2450","12245","12245","12245","6.685751438140869","6.685751438140869","6.685751438140869"
"2463","12310","12310","12310","7.398065090179443","7.398065090179443","7.398065090179443"
"2466","12325","12325","12325","7.6744279861450195","7.6744279861450195","7.6744279861450195"
"2472","12355","12355","12355","7.1221113204956055","7.1221113204956055","7.1221113204956055"
"2476","12375","12375","12375","5.976522445678711","5.976522445678711","5.976522445678711"
"2481","12400","12400","12400","7.496412754058838","7.496412754058838","7.496412754058838"
"2516","12575","12575","12575","7.173238277435303","7.173238277435303","7.173238277435303"
"2521","12600","12600","12600","7.952973365783691","7.952973365783691","7.952973365783691"
"2579","12890","12890","12890","6.606351852416992","6.606351852416992","6.606351852416992"
"2581","12900","12900","12900","7.470419406890869","7.470419406890869","7.470419406890869"
"2592","12955","12955","12955","6.432569980621338","6.432569980621338","6.432569980621338"
"2604","13015","13015","13015","6.268494606018066","6.268494606018066","6.268494606018066"
"2638","13185","13185","13185","6.411952972412109","6.411952972412109","6.411952972412109"
"2652","13255","13255","13255","6.685450077056885","6.685450077056885","6.685450077056885"
"2662","13305","13305","13305","8.575090408325195","8.575090408325195","8.575090408325195"
"2664","13315","13315","13315","6.733086585998535","6.733086585998535","6.733086585998535"
"2670","13345","13345","13345","6.81943416595459","6.81943416595459","6.81943416595459"
"2671","13350","13350","13350","7.153071403503418","7.153071403503418","7.153071403503418"
"2673","13360","13360","13360","8.065366744995117","8.065366744995117","8.065366744995117"
"2687","13430","13430","13430","6.826912879943848","6.826912879943848","6.826912879943848"
"2693","13460","13460","13460","5.900664806365967","5.900664806365967","5.900664806365967"
"2694","13465","13465","13465","7.130517959594727","7.130517959594727","7.130517959594727"
"2696","13475","13475","13475","7.9560699462890625","7.9560699462890625","7.9560699462890625"
"2702","13505","13505","13505","7.461854934692383","7.461854934692383","7.461854934692383"
"2706","13525","13525","13525","8.160561561584473","8.160561561584473","8.160561561584473"
"2712","13555","13555","13555","6.675047397613525","6.675047397613525","6.675047397613525"
"2741","13700","13700","13700","6.0981340408325195","6.0981340408325195","6.0981340408325195"
"2743","13710","13710","13710","8.191059112548828","8.191059112548828","8.191059112548828"
"2744","13715","13715","13715","10.428092956542969","10.428092956542969","10.428092956542969"
"2755","13770","13770","13770","7.147989273071289","7.147989273071289","7.147989273071289"
"2770","13845","13845","13845","7.109954833984375","7.109954833984375","7.109954833984375"
"2805","14020","14020","14020","6.189728260040283","6.189728260040283","6.189728260040283"
"2826","14125","14125","14125","6.018927574157715","6.018927574157715","6.018927574157715"
"2828","14135","14135","14135","5.7742438316345215","5.7742438316345215","5.7742438316345215"
"2836","14175","14175","14175","7.016725540161133","7.016725540161133","7.016725540161133"
"2837","14180","14180","14180","6.240767955780029","6.240767955780029","6.240767955780029"
"2848","14235","14235","14235","7.593193531036377","7.593193531036377","7.593193531036377"
"2849","14240","14240","14240","6.788952827453613","6.788952827453613","6.788952827453613"
"2864","14315","14315","14315","7.602308750152588","7.602308750152588","7.602308750152588"
"2867","14330","14330","14330","6.862771034240723","6.862771034240723","6.862771034240723"
"2911","14550","14550","14550","6.208589553833008","6.208589553833008","6.208589553833008"
"2922","14605","14605","14605","5.906959056854248","5.906959056854248","5.906959056854248"
"2943","14710","14710","14710","7.460862636566162","7.460862636566162","7.460862636566162"
"2955","14770","14770","14770","7.219207763671875","7.219207763671875","7.219207763671875"
"2960","14795","14795","14795","8.079593658447266","8.079593658447266","8.079593658447266"
"2962","14805","14805","14805","6.449460029602051","6.449460029602051","6.449460029602051"
"2969","14840","14840","14840","7.031223297119141","7.031223297119141","7.031223297119141"
"3000","14995","14995","14995","7.033897876739502","7.033897876739502","7.033897876739502"
"3017","15080","15080","15080","7.786742687225342","7.786742687225342","7.786742687225342"
"3018","15085","15085","15085","7.330173492431641","7.330173492431641","7.330173492431641"
"3020","15095","15095","15095","6.796635150909424","6.796635150909424","6.796635150909424"
"3029","15140","15140","15140","6.086818695068359","6.086818695068359","6.086818695068359"
"3038","15185","15185","15185","7.768015384674072","7.768015384674072","7.768015384674072"
"3057","15280","15280","15280","6.396544456481934","6.396544456481934","6.396544456481934"
"3059","15290","15290","15290","6.56666898727417","6.56666898727417","6.56666898727417"
"3066","15325","15325","15325","7.52286434173584","7.52286434173584","7.52286434173584"
"3068","15335","15335","15335","6.763698577880859","6.763698577880859","6.763698577880859"
"3071","15350","15350","15350","7.475439071655273","7.475439071655273","7.475439071655273"
"3075","15370","15370","15370","6.95292329788208","6.95292329788208","6.95292329788208"
"3085","15420","15420","15420","7.242792129516602","7.242792129516602","7.242792129516602"
"3086","15425","15425","15425","7.924906253814697","7.924906253814697","7.924906253814697"
"3090","15445","15445","15445","7.15690803527832","7.15690803527832","7.15690803527832"
"3101","15500","15500","15500","7.093389987945557","7.093389987945557","7.093389987945557"
"3104","15515","15515","15515","6.827606201171875","6.827606201171875","6.827606201171875"
"3124","15615","15615","15615","6.398650646209717","6.398650646209717","6.398650646209717"
"3125","15620","15620","15620","6.2121429443359375","6.2121429443359375","6.2121429443359375"
"3140","15695","15695","15695","6.316373825073242","6.316373825073242","6.316373825073242"
"3145","15720","15720","15720","7.261409282684326","7.261409282684326","7.261409282684326"
"3146","15725","15725","15725","7.009650230407715","7.009650230407715","7.009650230407715"
"3173","15860","15860","15860","8.766162872314453","8.766162872314453","8.766162872314453"
"3183","15910","15910","15910","6.076659202575684","6.076659202575684","6.076659202575684"
"3196","15975","15975","15975","5.897878646850586","5.897878646850586","5.897878646850586"
"3207","16030","16030","16030","6.262868404388428","6.262868404388428","6.262868404388428"
"3216","16075","16075","16075","6.559767723083496","6.559767723083496","6.559767723083496"
"3239","16190","16190","16190","5.965419292449951","5.965419292449951","5.965419292449951"
"3262","16305","16305","16305","7.115398406982422","7.115398406982422","7.115398406982422"
"3272","16355","16355","16355","6.417964458465576","6.417964458465576","6.417964458465576"
"3279","16390","16390","16390","7.444769859313965","7.444769859313965","7.444769859313965"
"3324","16615","16615","16615","9.625360488891602","9.625360488891602","9.625360488891602"
"3328","16635","16635","16635","6.8408708572387695","6.8408708572387695","6.8408708572387695"
"3333","16660","16660","16660","6.72056770324707","6.72056770324707","6.72056770324707"
"3338","16685","16685","16685","7.4223761558532715","7.4223761558532715","7.4223761558532715"
"3345","16720","16720","16720","5.3220062255859375","5.3220062255859375","5.3220062255859375"
"3353","16760","16760","16760","6.559586524963379","6.559586524963379","6.559586524963379"
"3374","16865","16865","16865","5.309004783630371","5.309004783630371","5.309004783630371"
"3381","16900","16900","16900","6.801985740661621","6.801985740661621","6.801985740661621"
"3382","16905","16905","16905","6.669607162475586","6.669607162475586","6.669607162475586"
"3398","16985","16985","16985","6.604917526245117","6.604917526245117","6.604917526245117"
"3409","17040","17040","17040","6.961066246032715","6.961066246032715","6.961066246032715"
"3417","17080","17080","17080","6.581827163696289","6.581827163696289","6.581827163696289"
"3428","17135","17135","17135","6.819551467895508","6.819551467895508","6.819551467895508"
"3431","17150","17150","17150","6.107377052307129","6.107377052307129","6.107377052307129"
"3456","17275","17275","17275","6.394468784332275","6.394468784332275","6.394468784332275"
"3464","17315","17315","17315","6.86501407623291","6.86501407623291","6.86501407623291"
"3469","17340","17340","17340","7.12571382522583","7.12571382522583","7.12571382522583"
"3471","17350","17350","17350","7.376221656799316","7.376221656799316","7.376221656799316"
"3482","17405","17405","17405","6.3799052238464355","6.3799052238464355","6.3799052238464355"
"3494","17465","17465","17465","6.333128452301025","6.333128452301025","6.333128452301025"
"3503","17510","17510","17510","5.515883922576904","5.515883922576904","5.515883922576904"
"3505","17520","17520","17520","6.800178527832031","6.800178527832031","6.800178527832031"
"3506","17525","17525","17525","6.275599479675293","6.275599479675293","6.275599479675293"
"3545","17720","17720","17720","6.28768253326416","6.28768253326416","6.28768253326416"
"3556","17775","17775","17775","5.59015417098999","5.59015417098999","5.59015417098999"
"3568","17835","17835","17835","5.682263374328613","5.682263374328613","5.682263374328613"
"3661","18300","18300","18300","7.732195854187012","7.732195854187012","7.732195854187012"
"3667","18330","18330","18330","6.867077350616455","6.867077350616455","6.867077350616455"
"3678","18385","18385","18385","5.507390022277832","5.507390022277832","5.507390022277832"
"3699","18490","18490","18490","8.077458381652832","8.077458381652832","8.077458381652832"
"3705","18520","18520","18520","7.673189163208008","7.673189163208008","7.673189163208008"
"3713","18560","18560","18560","5.841837406158447","5.841837406158447","5.841837406158447"
"3724","18615","18615","18615","7.830330848693848","7.830330848693848","7.830330848693848"
"3772","18855","18855","18855","5.76765251159668","5.76765251159668","5.76765251159668"
"3780","18895","18895","18895","4.954681873321533","4.954681873321533","4.954681873321533"
"3781","18900","18900","18900","6.271232604980469","6.271232604980469","6.271232604980469"
"3784","18915","18915","18915","5.725618839263916","5.725618839263916","5.725618839263916"
"3792","18955","18955","18955","6.349746227264404","6.349746227264404","6.349746227264404"
"3807","19030","19030","19030","5.996013641357422","5.996013641357422","5.996013641357422"
"3808","19035","19035","19035","6.07957649230957","6.07957649230957","6.07957649230957"
"3815","19070","19070","19070","7.177258491516113","7.177258491516113","7.177258491516113"
"3821","19100","19100","19100","5.568796634674072","5.568796634674072","5.568796634674072"
"3843","19210","19210","19210","6.74366569519043","6.74366569519043","6.74366569519043"
"3859","19290","19290","19290","5.796656608581543","5.796656608581543","5.796656608581543"
"3873","19360","19360","19360","7.069312572479248","7.069312572479248","7.069312572479248"
"3916","19575","19575","19575","8.046731948852539","8.046731948852539","8.046731948852539"
"3922","19605","19605","19605","6.124456405639648","6.124456405639648","6.124456405639648"
"3923","19610","19610","19610","5.807701110839844","5.807701110839844","5.807701110839844"
"3926","19625","19625","19625","6.440499305725098","6.440499305725098","6.440499305725098"
"3934","19665","19665","19665","5.866387844085693","5.866387844085693","5.866387844085693"
"3935","19670","19670","19670","5.852077484130859","5.852077484130859","5.852077484130859"
"3941","19700","19700","19700","6.347301006317139","6.347301006317139","6.347301006317139"
"3950","19745","19745","19745","7.1215105056762695","7.1215105056762695","7.1215105056762695"
"3957","19780","19780","19780","5.805802822113037","5.805802822113037","5.805802822113037"
"3961","19800","19800","19800","7.255673885345459","7.255673885345459","7.255673885345459"
"3975","19870","19870","19870","5.730450630187988","5.730450630187988","5.730450630187988"
"3981","19900","19900","19900","6.5939178466796875","6.5939178466796875","6.5939178466796875"
"3989","19940","19940","19940","6.181666374206543","6.181666374206543","6.181666374206543"
"3996","19975","19975","19975","6.488218784332275","6.488218784332275","6.488218784332275"
"4001","20000","20000","20000","5.336774826049805","5.336774826049805","5.336774826049805"
"4005","20020","20020","20020","5.688871383666992","5.688871383666992","5.688871383666992"
"4009","20040","20040","20040","7.592826843261719","7.592826843261719","7.592826843261719"
"4018","20085","20085","20085","5.601583480834961","5.601583480834961","5.601583480834961"
"4025","20120","20120","20120","5.529134750366211","5.529134750366211","5.529134750366211"
"4041","20200","20200","20200","5.623778343200684","5.623778343200684","5.623778343200684"
"4052","20255","20255","20255","5.950499534606934","5.950499534606934","5.950499534606934"
"4059","20290","20290","20290","7.639951229095459","7.639951229095459","7.639951229095459"
"4061","20300","20300","20300","5.779120445251465","5.779120445251465","5.779120445251465"
"4084","20415","20415","20415","6.347877025604248","6.347877025604248","6.347877025604248"
"4091","20450","20450","20450","6.226907730102539","6.226907730102539","6.226907730102539"
"4097","20480","20480","20480","6.0426130294799805","6.0426130294799805","6.0426130294799805"
"4100","20495","20495","20495","5.760782718658447","5.760782718658447","5.760782718658447"
"4104","20515","20515","20515","5.82669734954834","5.82669734954834","5.82669734954834"
"4112","20555","20555","20555","5.962757587432861","5.962757587432861","5.962757587432861"
"4113","20560","20560","20560","5.021027088165283","5.021027088165283","5.021027088165283"
"4133","20660","20660","20660","5.544011116027832","5.544011116027832","5.544011116027832"
"4154","20765","20765","20765","5.970107078552246","5.970107078552246","5.970107078552246"
"4164","20815","20815","20815","6.351692199707031","6.351692199707031","6.351692199707031"
"4169","20840","20840","20840","5.77178430557251","5.77178430557251","5.77178430557251"
"4170","20845","20845","20845","8.026998519897461","8.026998519897461","8.026998519897461"
"4190","20945","20945","20945","6.0663557052612305","6.0663557052612305","6.0663557052612305"
"4193","20960","20960","20960","6.556861877441406","6.556861877441406","6.556861877441406"
"4197","20980","20980","20980","7.355292797088623","7.355292797088623","7.355292797088623"
"4206","21025","21025","21025","6.2019195556640625","6.2019195556640625","6.2019195556640625"
"4218","21085","21085","21085","6.8324995040893555","6.8324995040893555","6.8324995040893555"
"4221","21100","21100","21100","6.062388896942139","6.062388896942139","6.062388896942139"
"4225","21120","21120","21120","5.725162506103516","5.725162506103516","5.725162506103516"
"4251","21250","21250","21250","6.728335380554199","6.728335380554199","6.728335380554199"
"4258","21285","21285","21285","6.831833839416504","6.831833839416504","6.831833839416504"
"4269","21340","21340","21340","6.8228325843811035","6.8228325843811035","6.8228325843811035"
"4283","21410","21410","21410","5.384981155395508","5.384981155395508","5.384981155395508"
"4287","21430","21430","21430","6.258762359619141","6.258762359619141","6.258762359619141"
"4315","21570","21570","21570","5.4389519691467285","5.4389519691467285","5.4389519691467285"
"4317","21580","21580","21580","8.211658477783203","8.211658477783203","8.211658477783203"
"4322","21605","21605","21605","6.453543663024902","6.453543663024902","6.453543663024902"
"4324","21615","21615","21615","5.726347923278809","5.726347923278809","5.726347923278809"
"4340","21695","21695","21695","5.801199913024902","5.801199913024902","5.801199913024902"
"4381","21900","21900","21900","6.2866315841674805","6.2866315841674805","6.2866315841674805"
"4388","21935","21935","21935","6.863994598388672","6.863994598388672","6.863994598388672"
"4396","21975","21975","21975","7.152979373931885","7.152979373931885","7.152979373931885"
"4399","21990","21990","21990","5.819810390472412","5.819810390472412","5.819810390472412"
"4410","22045","22045","22045","6.53020715713501","6.53020715713501","6.53020715713501"
"4425","22120","22120","22120","7.90172004699707","7.90172004699707","7.90172004699707"
"4447","22230","22230","22230","6.331173896789551","6.331173896789551","6.331173896789551"
"4451","22250","22250","22250","5.279181957244873","5.279181957244873","5.279181957244873"
"4453","22260","22260","22260","5.250795364379883","5.250795364379883","5.250795364379883"
