"step","run-multi-task-without-debiasing - _step","run-multi-task-without-debiasing - _step__MIN","run-multi-task-without-debiasing - _step__MAX","run-multi-task-without-debiasing - Skip loss","run-multi-task-without-debiasing - Skip loss__MIN","run-multi-task-without-debiasing - Skip loss__MAX"
"1361","6802","6802","6802","0.14288464188575745","0.14288464188575745","0.14288464188575745"
"1366","6827","6827","6827","0.2415200024843216","0.2415200024843216","0.2415200024843216"
"1372","6857","6857","6857","0.15804964303970337","0.15804964303970337","0.15804964303970337"
"1377","6882","6882","6882","0.1960512101650238","0.1960512101650238","0.1960512101650238"
"1388","6937","6937","6937","0.2956116795539856","0.2956116795539856","0.2956116795539856"
"1392","6957","6957","6957","0.24303899705410004","0.24303899705410004","0.24303899705410004"
"1409","7042","7042","7042","0.3046015501022339","0.3046015501022339","0.3046015501022339"
"1434","7167","7167","7167","0.38559460639953613","0.38559460639953613","0.38559460639953613"
"1455","7272","7272","7272","0.25991976261138916","0.25991976261138916","0.25991976261138916"
"1476","7377","7377","7377","0.12999044358730316","0.12999044358730316","0.12999044358730316"
"1492","7457","7457","7457","0.429105669260025","0.429105669260025","0.429105669260025"
"1493","7462","7462","7462","0.4328218698501587","0.4328218698501587","0.4328218698501587"
"1518","7587","7587","7587","0.20338700711727142","0.20338700711727142","0.20338700711727142"
"1519","7592","7592","7592","0.1792084276676178","0.1792084276676178","0.1792084276676178"
"1535","7672","7672","7672","0.347379207611084","0.347379207611084","0.347379207611084"
"1568","7837","7837","7837","0.06295349448919296","0.06295349448919296","0.06295349448919296"
"1575","7872","7872","7872","0.22029365599155426","0.22029365599155426","0.22029365599155426"
"1576","7877","7877","7877","0.10516361147165298","0.10516361147165298","0.10516361147165298"
"1598","7987","7987","7987","0.15069466829299927","0.15069466829299927","0.15069466829299927"
"1606","8027","8027","8027","0.27949002385139465","0.27949002385139465","0.27949002385139465"
"1617","8082","8082","8082","0.34638553857803345","0.34638553857803345","0.34638553857803345"
"1625","8122","8122","8122","0.4426827132701874","0.4426827132701874","0.4426827132701874"
"1628","8137","8137","8137","0.19230635464191437","0.19230635464191437","0.19230635464191437"
"1649","8242","8242","8242","0.31758546829223633","0.31758546829223633","0.31758546829223633"
"1672","8357","8357","8357","0.10657701641321182","0.10657701641321182","0.10657701641321182"
"1682","8407","8407","8407","0.5747088193893433","0.5747088193893433","0.5747088193893433"
"1699","8492","8492","8492","0.20297333598136902","0.20297333598136902","0.20297333598136902"
"1705","8522","8522","8522","0.34292492270469666","0.34292492270469666","0.34292492270469666"
"1725","8622","8622","8622","0.19656528532505035","0.19656528532505035","0.19656528532505035"
"1733","8662","8662","8662","0.7455849647521973","0.7455849647521973","0.7455849647521973"
"1744","8717","8717","8717","0.2170366793870926","0.2170366793870926","0.2170366793870926"
"1746","8727","8727","8727","0.7463334798812866","0.7463334798812866","0.7463334798812866"
"1758","8787","8787","8787","0.3449118435382843","0.3449118435382843","0.3449118435382843"
"1765","8822","8822","8822","0.3029087483882904","0.3029087483882904","0.3029087483882904"
"1766","8827","8827","8827","0.33929067850112915","0.33929067850112915","0.33929067850112915"
"1811","9052","9052","9052","0.17887063324451447","0.17887063324451447","0.17887063324451447"
"1816","9077","9077","9077","0.17990383505821228","0.17990383505821228","0.17990383505821228"
"1827","9132","9132","9132","0.46956667304039","0.46956667304039","0.46956667304039"
"1831","9152","9152","9152","0.34430092573165894","0.34430092573165894","0.34430092573165894"
"1838","9187","9187","9187","0.13234546780586243","0.13234546780586243","0.13234546780586243"
"1868","9337","9337","9337","0.1103052943944931","0.1103052943944931","0.1103052943944931"
"1878","9387","9387","9387","0.13292115926742554","0.13292115926742554","0.13292115926742554"
"1889","9442","9442","9442","0.3790541887283325","0.3790541887283325","0.3790541887283325"
"1924","9617","9617","9617","0.1211526095867157","0.1211526095867157","0.1211526095867157"
"1940","9697","9697","9697","0.2349243462085724","0.2349243462085724","0.2349243462085724"
"1941","9702","9702","9702","0.4430583119392395","0.4430583119392395","0.4430583119392395"
"1946","9727","9727","9727","0.4957640469074249","0.4957640469074249","0.4957640469074249"
"1953","9762","9762","9762","0.5421874523162842","0.5421874523162842","0.5421874523162842"
"1982","9907","9907","9907","0.2249506115913391","0.2249506115913391","0.2249506115913391"
"2007","10032","10032","10032","0.33051198720932007","0.33051198720932007","0.33051198720932007"
"2011","10052","10052","10052","0.15995970368385315","0.15995970368385315","0.15995970368385315"
"2017","10082","10082","10082","0.3513886332511902","0.3513886332511902","0.3513886332511902"
"2028","10137","10137","10137","0.31836363673210144","0.31836363673210144","0.31836363673210144"
"2031","10152","10152","10152","0.27761363983154297","0.27761363983154297","0.27761363983154297"
"2059","10292","10292","10292","0.13348667323589325","0.13348667323589325","0.13348667323589325"
"2071","10352","10352","10352","0.3449299931526184","0.3449299931526184","0.3449299931526184"
"2084","10417","10417","10417","0.2791306972503662","0.2791306972503662","0.2791306972503662"
"2087","10432","10432","10432","0.23256973922252655","0.23256973922252655","0.23256973922252655"
"2090","10447","10447","10447","0.08556783199310303","0.08556783199310303","0.08556783199310303"
"2099","10492","10492","10492","0.1031564325094223","0.1031564325094223","0.1031564325094223"
"2108","10537","10537","10537","0.08859109878540039","0.08859109878540039","0.08859109878540039"
"2115","10572","10572","10572","0.05969161540269852","0.05969161540269852","0.05969161540269852"
"2116","10577","10577","10577","0.1081935316324234","0.1081935316324234","0.1081935316324234"
"2131","10652","10652","10652","0.12229229509830475","0.12229229509830475","0.12229229509830475"
"2134","10667","10667","10667","0.14362302422523499","0.14362302422523499","0.14362302422523499"
"2201","11002","11002","11002","0.12126368284225464","0.12126368284225464","0.12126368284225464"
"2210","11047","11047","11047","0.22343900799751282","0.22343900799751282","0.22343900799751282"
"2214","11067","11067","11067","0.11385280638933182","0.11385280638933182","0.11385280638933182"
"2217","11082","11082","11082","0.43328070640563965","0.43328070640563965","0.43328070640563965"
"2229","11142","11142","11142","0.43512409925460815","0.43512409925460815","0.43512409925460815"
"2236","11177","11177","11177","0.17036223411560059","0.17036223411560059","0.17036223411560059"
"2240","11197","11197","11197","0.36416542530059814","0.36416542530059814","0.36416542530059814"
"2245","11222","11222","11222","0.13894128799438477","0.13894128799438477","0.13894128799438477"
"2249","11242","11242","11242","0.21182596683502197","0.21182596683502197","0.21182596683502197"
"2298","11487","11487","11487","0.23655346035957336","0.23655346035957336","0.23655346035957336"
"2303","11512","11512","11512","0.4362454414367676","0.4362454414367676","0.4362454414367676"
"2312","11557","11557","11557","0.2156067043542862","0.2156067043542862","0.2156067043542862"
"2317","11582","11582","11582","0.29895269870758057","0.29895269870758057","0.29895269870758057"
"2342","11707","11707","11707","0.13678237795829773","0.13678237795829773","0.13678237795829773"
"2353","11762","11762","11762","0.6610076427459717","0.6610076427459717","0.6610076427459717"
"2364","11817","11817","11817","0.10812873393297195","0.10812873393297195","0.10812873393297195"
"2382","11907","11907","11907","0.10908699035644531","0.10908699035644531","0.10908699035644531"
"2393","11962","11962","11962","0.3607814908027649","0.3607814908027649","0.3607814908027649"
"2400","11997","11997","11997","0.2590470314025879","0.2590470314025879","0.2590470314025879"
"2406","12027","12027","12027","0.3380938470363617","0.3380938470363617","0.3380938470363617"
"2410","12047","12047","12047","0.1441771537065506","0.1441771537065506","0.1441771537065506"
"2420","12097","12097","12097","0.26633942127227783","0.26633942127227783","0.26633942127227783"
"2454","12267","12267","12267","0.21980302035808563","0.21980302035808563","0.21980302035808563"
"2461","12302","12302","12302","0.14121681451797485","0.14121681451797485","0.14121681451797485"
"2477","12382","12382","12382","0.19999177753925323","0.19999177753925323","0.19999177753925323"
"2517","12582","12582","12582","0.23773181438446045","0.23773181438446045","0.23773181438446045"
"2531","12652","12652","12652","0.36054912209510803","0.36054912209510803","0.36054912209510803"
"2552","12757","12757","12757","0.4869237542152405","0.4869237542152405","0.4869237542152405"
"2557","12782","12782","12782","0.44877296686172485","0.44877296686172485","0.44877296686172485"
"2570","12847","12847","12847","0.3924180567264557","0.3924180567264557","0.3924180567264557"
"2597","12982","12982","12982","0.09734246134757996","0.09734246134757996","0.09734246134757996"
"2623","13112","13112","13112","0.29287272691726685","0.29287272691726685","0.29287272691726685"
"2627","13132","13132","13132","0.07919423282146454","0.07919423282146454","0.07919423282146454"
"2629","13142","13142","13142","0.3645448088645935","0.3645448088645935","0.3645448088645935"
"2649","13242","13242","13242","0.5437096357345581","0.5437096357345581","0.5437096357345581"
"2657","13282","13282","13282","0.26691654324531555","0.26691654324531555","0.26691654324531555"
"2662","13307","13307","13307","0.29322871565818787","0.29322871565818787","0.29322871565818787"
"2669","13342","13342","13342","0.15174712240695953","0.15174712240695953","0.15174712240695953"
"2670","13347","13347","13347","0.11610479652881622","0.11610479652881622","0.11610479652881622"
"2687","13432","13432","13432","0.5019916296005249","0.5019916296005249","0.5019916296005249"
"2697","13482","13482","13482","0.06285471469163895","0.06285471469163895","0.06285471469163895"
"2705","13522","13522","13522","0.3451113700866699","0.3451113700866699","0.3451113700866699"
"2712","13557","13557","13557","0.3879528343677521","0.3879528343677521","0.3879528343677521"
"2751","13752","13752","13752","0.44111165404319763","0.44111165404319763","0.44111165404319763"
"2752","13757","13757","13757","0.44805946946144104","0.44805946946144104","0.44805946946144104"
"2764","13817","13817","13817","0.2511279284954071","0.2511279284954071","0.2511279284954071"
"2798","13987","13987","13987","0.2841142416000366","0.2841142416000366","0.2841142416000366"
"2799","13992","13992","13992","0.14332763850688934","0.14332763850688934","0.14332763850688934"
"2800","13997","13997","13997","0.2514689564704895","0.2514689564704895","0.2514689564704895"
"2825","14122","14122","14122","0.055275365710258484","0.055275365710258484","0.055275365710258484"
"2841","14202","14202","14202","0.11238406598567963","0.11238406598567963","0.11238406598567963"
"2875","14372","14372","14372","0.32146090269088745","0.32146090269088745","0.32146090269088745"
"2889","14442","14442","14442","0.2860686480998993","0.2860686480998993","0.2860686480998993"
"2897","14482","14482","14482","0.20409151911735535","0.20409151911735535","0.20409151911735535"
"2900","14497","14497","14497","0.09637979418039322","0.09637979418039322","0.09637979418039322"
"2903","14512","14512","14512","0.08204413950443268","0.08204413950443268","0.08204413950443268"
"2905","14522","14522","14522","0.3397499918937683","0.3397499918937683","0.3397499918937683"
"2906","14527","14527","14527","0.21511071920394897","0.21511071920394897","0.21511071920394897"
"2908","14537","14537","14537","0.18700402975082397","0.18700402975082397","0.18700402975082397"
"2909","14542","14542","14542","0.34639889001846313","0.34639889001846313","0.34639889001846313"
"2926","14627","14627","14627","0.15244469046592712","0.15244469046592712","0.15244469046592712"
"2933","14662","14662","14662","0.3585604131221771","0.3585604131221771","0.3585604131221771"
"2935","14672","14672","14672","0.16441240906715393","0.16441240906715393","0.16441240906715393"
"2947","14732","14732","14732","0.16966524720191956","0.16966524720191956","0.16966524720191956"
"2956","14777","14777","14777","0.32170751690864563","0.32170751690864563","0.32170751690864563"
"2966","14827","14827","14827","0.10086684674024582","0.10086684674024582","0.10086684674024582"
"2973","14862","14862","14862","0.11013643443584442","0.11013643443584442","0.11013643443584442"
"2975","14872","14872","14872","0.10189265012741089","0.10189265012741089","0.10189265012741089"
"2978","14887","14887","14887","0.3887344002723694","0.3887344002723694","0.3887344002723694"
"3023","15112","15112","15112","0.43844127655029297","0.43844127655029297","0.43844127655029297"
"3050","15247","15247","15247","0.196885347366333","0.196885347366333","0.196885347366333"
"3053","15262","15262","15262","0.18129539489746094","0.18129539489746094","0.18129539489746094"
"3065","15322","15322","15322","0.3581756055355072","0.3581756055355072","0.3581756055355072"
"3070","15347","15347","15347","0.3959846496582031","0.3959846496582031","0.3959846496582031"
"3071","15352","15352","15352","0.38957154750823975","0.38957154750823975","0.38957154750823975"
"3084","15417","15417","15417","0.23687191307544708","0.23687191307544708","0.23687191307544708"
"3092","15457","15457","15457","0.3393250107765198","0.3393250107765198","0.3393250107765198"
"3102","15507","15507","15507","0.11409132182598114","0.11409132182598114","0.11409132182598114"
"3104","15517","15517","15517","0.22258520126342773","0.22258520126342773","0.22258520126342773"
"3115","15572","15572","15572","0.1943957656621933","0.1943957656621933","0.1943957656621933"
"3132","15657","15657","15657","0.1770026683807373","0.1770026683807373","0.1770026683807373"
"3167","15832","15832","15832","0.1284666359424591","0.1284666359424591","0.1284666359424591"
"3208","16037","16037","16037","0.12544436752796173","0.12544436752796173","0.12544436752796173"
"3228","16137","16137","16137","0.3754466772079468","0.3754466772079468","0.3754466772079468"
"3229","16142","16142","16142","0.16155323386192322","0.16155323386192322","0.16155323386192322"
"3237","16182","16182","16182","0.11109178513288498","0.11109178513288498","0.11109178513288498"
"3241","16202","16202","16202","0.1704043298959732","0.1704043298959732","0.1704043298959732"
"3249","16242","16242","16242","0.3476925194263458","0.3476925194263458","0.3476925194263458"
"3259","16292","16292","16292","0.26527515053749084","0.26527515053749084","0.26527515053749084"
"3273","16362","16362","16362","0.1395210325717926","0.1395210325717926","0.1395210325717926"
"3299","16492","16492","16492","0.1055050790309906","0.1055050790309906","0.1055050790309906"
"3306","16527","16527","16527","0.05970817059278488","0.05970817059278488","0.05970817059278488"
"3316","16577","16577","16577","0.11377803236246109","0.11377803236246109","0.11377803236246109"
"3333","16662","16662","16662","0.16406042873859406","0.16406042873859406","0.16406042873859406"
"3344","16717","16717","16717","0.13582304120063782","0.13582304120063782","0.13582304120063782"
"3353","16762","16762","16762","0.12276096642017365","0.12276096642017365","0.12276096642017365"
"3390","16947","16947","16947","0.2560221552848816","0.2560221552848816","0.2560221552848816"
"3400","16997","16997","16997","0.11085972934961319","0.11085972934961319","0.11085972934961319"
"3442","17207","17207","17207","0.09175552427768707","0.09175552427768707","0.09175552427768707"
"3481","17402","17402","17402","0.2504308819770813","0.2504308819770813","0.2504308819770813"
"3487","17432","17432","17432","0.10071749240159988","0.10071749240159988","0.10071749240159988"
"3502","17507","17507","17507","0.3190721869468689","0.3190721869468689","0.3190721869468689"
"3519","17592","17592","17592","0.1618301272392273","0.1618301272392273","0.1618301272392273"
"3528","17637","17637","17637","0.1166180893778801","0.1166180893778801","0.1166180893778801"
"3531","17652","17652","17652","0.14823020994663239","0.14823020994663239","0.14823020994663239"
"3548","17737","17737","17737","0.2344723343849182","0.2344723343849182","0.2344723343849182"
"3556","17777","17777","17777","0.11472102999687195","0.11472102999687195","0.11472102999687195"
"3563","17812","17812","17812","0.049135927110910416","0.049135927110910416","0.049135927110910416"
"3573","17862","17862","17862","0.1565237194299698","0.1565237194299698","0.1565237194299698"
"3579","17892","17892","17892","0.09555256366729736","0.09555256366729736","0.09555256366729736"
"3580","17897","17897","17897","0.3793761730194092","0.3793761730194092","0.3793761730194092"
"3590","17947","17947","17947","0.2150641828775406","0.2150641828775406","0.2150641828775406"
"3600","17997","17997","17997","0.37445253133773804","0.37445253133773804","0.37445253133773804"
"3602","18007","18007","18007","0.4309513568878174","0.4309513568878174","0.4309513568878174"
"3607","18032","18032","18032","0.20080548524856567","0.20080548524856567","0.20080548524856567"
"3610","18047","18047","18047","0.24187257885932922","0.24187257885932922","0.24187257885932922"
"3614","18067","18067","18067","0.3833678960800171","0.3833678960800171","0.3833678960800171"
"3625","18122","18122","18122","0.161088228225708","0.161088228225708","0.161088228225708"
"3628","18137","18137","18137","0.3230000138282776","0.3230000138282776","0.3230000138282776"
"3630","18147","18147","18147","0.0756007507443428","0.0756007507443428","0.0756007507443428"
"3638","18187","18187","18187","0.1072780191898346","0.1072780191898346","0.1072780191898346"
"3663","18312","18312","18312","0.3861733376979828","0.3861733376979828","0.3861733376979828"
"3666","18327","18327","18327","0.140146404504776","0.140146404504776","0.140146404504776"
"3687","18432","18432","18432","0.15805655717849731","0.15805655717849731","0.15805655717849731"
"3704","18517","18517","18517","0.11245924234390259","0.11245924234390259","0.11245924234390259"
"3715","18572","18572","18572","0.18614919483661652","0.18614919483661652","0.18614919483661652"
"3728","18637","18637","18637","0.4448392391204834","0.4448392391204834","0.4448392391204834"
"3737","18682","18682","18682","0.28893059492111206","0.28893059492111206","0.28893059492111206"
"3746","18727","18727","18727","0.423666775226593","0.423666775226593","0.423666775226593"
"3761","18802","18802","18802","0.2001495659351349","0.2001495659351349","0.2001495659351349"
"3763","18812","18812","18812","0.46803563833236694","0.46803563833236694","0.46803563833236694"
"3772","18857","18857","18857","0.23014912009239197","0.23014912009239197","0.23014912009239197"
"3783","18912","18912","18912","0.46315181255340576","0.46315181255340576","0.46315181255340576"
"3784","18917","18917","18917","0.2537778317928314","0.2537778317928314","0.2537778317928314"
"3786","18927","18927","18927","0.24726030230522156","0.24726030230522156","0.24726030230522156"
"3813","19062","19062","19062","0.09952400624752045","0.09952400624752045","0.09952400624752045"
"3815","19072","19072","19072","0.1489885449409485","0.1489885449409485","0.1489885449409485"
"3841","19202","19202","19202","0.31684231758117676","0.31684231758117676","0.31684231758117676"
"3849","19242","19242","19242","0.10968533158302307","0.10968533158302307","0.10968533158302307"
"3853","19262","19262","19262","0.19035792350769043","0.19035792350769043","0.19035792350769043"
"3855","19272","19272","19272","0.329182893037796","0.329182893037796","0.329182893037796"
"3866","19327","19327","19327","0.10848794132471085","0.10848794132471085","0.10848794132471085"
"3878","19387","19387","19387","0.35914531350135803","0.35914531350135803","0.35914531350135803"
"3887","19432","19432","19432","0.12659579515457153","0.12659579515457153","0.12659579515457153"
"3892","19457","19457","19457","0.2841126024723053","0.2841126024723053","0.2841126024723053"
"3895","19472","19472","19472","0.06755121797323227","0.06755121797323227","0.06755121797323227"
"3925","19622","19622","19622","0.4549242854118347","0.4549242854118347","0.4549242854118347"
"3994","19967","19967","19967","0.45410019159317017","0.45410019159317017","0.45410019159317017"
"4016","20077","20077","20077","0.10483545064926147","0.10483545064926147","0.10483545064926147"
"4031","20152","20152","20152","0.1615850180387497","0.1615850180387497","0.1615850180387497"
"4041","20202","20202","20202","0.28782543540000916","0.28782543540000916","0.28782543540000916"
"4056","20277","20277","20277","0.2246566265821457","0.2246566265821457","0.2246566265821457"
"4074","20367","20367","20367","0.23608046770095825","0.23608046770095825","0.23608046770095825"
"4085","20422","20422","20422","0.08096204698085785","0.08096204698085785","0.08096204698085785"
"4093","20462","20462","20462","0.14391353726387024","0.14391353726387024","0.14391353726387024"
"4124","20617","20617","20617","0.49796441197395325","0.49796441197395325","0.49796441197395325"
"4130","20647","20647","20647","0.34761810302734375","0.34761810302734375","0.34761810302734375"
"4138","20687","20687","20687","0.10326743125915527","0.10326743125915527","0.10326743125915527"
"4140","20697","20697","20697","0.4657379984855652","0.4657379984855652","0.4657379984855652"
"4164","20817","20817","20817","0.10111723840236664","0.10111723840236664","0.10111723840236664"
"4168","20837","20837","20837","0.11511342227458954","0.11511342227458954","0.11511342227458954"
"4173","20862","20862","20862","0.14927855134010315","0.14927855134010315","0.14927855134010315"
"4190","20947","20947","20947","0.11909142136573792","0.11909142136573792","0.11909142136573792"
"4197","20982","20982","20982","0.21274298429489136","0.21274298429489136","0.21274298429489136"
"4212","21057","21057","21057","0.5699976086616516","0.5699976086616516","0.5699976086616516"
"4219","21092","21092","21092","0.26357123255729675","0.26357123255729675","0.26357123255729675"
"4228","21137","21137","21137","0.5200197696685791","0.5200197696685791","0.5200197696685791"
"4247","21232","21232","21232","0.18004052340984344","0.18004052340984344","0.18004052340984344"
"4280","21397","21397","21397","0.13749685883522034","0.13749685883522034","0.13749685883522034"
"4298","21487","21487","21487","0.12923234701156616","0.12923234701156616","0.12923234701156616"
