"step","run-multi-task-debiasing-separate-logits - _step","run-multi-task-debiasing-separate-logits - _step__MIN","run-multi-task-debiasing-separate-logits - _step__MAX","run-multi-task-debiasing-separate-logits - Skip loss","run-multi-task-debiasing-separate-logits - Skip loss__MIN","run-multi-task-debiasing-separate-logits - Skip loss__MAX"
"390","1947","1947","1947","0.13039009273052216","0.13039009273052216","0.13039009273052216"
"404","2017","2017","2017","0.15361455082893372","0.15361455082893372","0.15361455082893372"
"425","2122","2122","2122","0.5300837159156799","0.5300837159156799","0.5300837159156799"
"435","2172","2172","2172","0.3424341380596161","0.3424341380596161","0.3424341380596161"
"455","2272","2272","2272","0.18406875431537628","0.18406875431537628","0.18406875431537628"
"458","2287","2287","2287","0.3837752342224121","0.3837752342224121","0.3837752342224121"
"469","2342","2342","2342","0.2554680407047272","0.2554680407047272","0.2554680407047272"
"484","2417","2417","2417","0.348649799823761","0.348649799823761","0.348649799823761"
"491","2452","2452","2452","0.17990314960479736","0.17990314960479736","0.17990314960479736"
"504","2517","2517","2517","0.29135119915008545","0.29135119915008545","0.29135119915008545"
"515","2572","2572","2572","0.26365357637405396","0.26365357637405396","0.26365357637405396"
"539","2692","2692","2692","0.4323164224624634","0.4323164224624634","0.4323164224624634"
"541","2702","2702","2702","0.47969651222229004","0.47969651222229004","0.47969651222229004"
"547","2732","2732","2732","0.09851206094026566","0.09851206094026566","0.09851206094026566"
"561","2802","2802","2802","0.27816644310951233","0.27816644310951233","0.27816644310951233"
"583","2912","2912","2912","0.10865519195795059","0.10865519195795059","0.10865519195795059"
"606","3027","3027","3027","0.06270995736122131","0.06270995736122131","0.06270995736122131"
"635","3172","3172","3172","0.2802863121032715","0.2802863121032715","0.2802863121032715"
"639","3192","3192","3192","0.2989335358142853","0.2989335358142853","0.2989335358142853"
"664","3317","3317","3317","0.7605484127998352","0.7605484127998352","0.7605484127998352"
"679","3392","3392","3392","0.10531359910964966","0.10531359910964966","0.10531359910964966"
"688","3437","3437","3437","0.2582103908061981","0.2582103908061981","0.2582103908061981"
"690","3447","3447","3447","0.3713854253292084","0.3713854253292084","0.3713854253292084"
"701","3502","3502","3502","0.4743152856826782","0.4743152856826782","0.4743152856826782"
"710","3547","3547","3547","0.5459091067314148","0.5459091067314148","0.5459091067314148"
"712","3557","3557","3557","0.41501015424728394","0.41501015424728394","0.41501015424728394"
"713","3562","3562","3562","0.15380394458770752","0.15380394458770752","0.15380394458770752"
"725","3622","3622","3622","0.26783549785614014","0.26783549785614014","0.26783549785614014"
"745","3722","3722","3722","0.29043853282928467","0.29043853282928467","0.29043853282928467"
"752","3757","3757","3757","0.11824841797351837","0.11824841797351837","0.11824841797351837"
"756","3777","3777","3777","0.20677796006202698","0.20677796006202698","0.20677796006202698"
"767","3832","3832","3832","0.48238831758499146","0.48238831758499146","0.48238831758499146"
"789","3942","3942","3942","0.22449815273284912","0.22449815273284912","0.22449815273284912"
"794","3967","3967","3967","0.10240676999092102","0.10240676999092102","0.10240676999092102"
"797","3982","3982","3982","0.14150525629520416","0.14150525629520416","0.14150525629520416"
"801","4002","4002","4002","0.34161603450775146","0.34161603450775146","0.34161603450775146"
"813","4062","4062","4062","0.22123238444328308","0.22123238444328308","0.22123238444328308"
"841","4202","4202","4202","0.2504054009914398","0.2504054009914398","0.2504054009914398"
"842","4207","4207","4207","0.1127394288778305","0.1127394288778305","0.1127394288778305"
"848","4237","4237","4237","0.22571980953216553","0.22571980953216553","0.22571980953216553"
"860","4297","4297","4297","0.20596523582935333","0.20596523582935333","0.20596523582935333"
"862","4307","4307","4307","0.15840215981006622","0.15840215981006622","0.15840215981006622"
"866","4327","4327","4327","0.08803457021713257","0.08803457021713257","0.08803457021713257"
"869","4342","4342","4342","0.49856024980545044","0.49856024980545044","0.49856024980545044"
"874","4367","4367","4367","0.21435201168060303","0.21435201168060303","0.21435201168060303"
"891","4452","4452","4452","0.225590318441391","0.225590318441391","0.225590318441391"
"899","4492","4492","4492","0.15078970789909363","0.15078970789909363","0.15078970789909363"
"926","4627","4627","4627","0.17236405611038208","0.17236405611038208","0.17236405611038208"
"951","4752","4752","4752","0.21654248237609863","0.21654248237609863","0.21654248237609863"
"960","4797","4797","4797","0.39809077978134155","0.39809077978134155","0.39809077978134155"
"964","4817","4817","4817","0.4487128257751465","0.4487128257751465","0.4487128257751465"
"978","4887","4887","4887","0.22381672263145447","0.22381672263145447","0.22381672263145447"
"992","4957","4957","4957","0.2267499715089798","0.2267499715089798","0.2267499715089798"
"1016","5077","5077","5077","0.3851558566093445","0.3851558566093445","0.3851558566093445"
"1048","5237","5237","5237","0.09152641147375107","0.09152641147375107","0.09152641147375107"
"1051","5252","5252","5252","0.31830596923828125","0.31830596923828125","0.31830596923828125"
"1055","5272","5272","5272","0.11400692164897919","0.11400692164897919","0.11400692164897919"
"1065","5322","5322","5322","0.2647145688533783","0.2647145688533783","0.2647145688533783"
"1072","5357","5357","5357","0.4229334592819214","0.4229334592819214","0.4229334592819214"
"1079","5392","5392","5392","0.08266091346740723","0.08266091346740723","0.08266091346740723"
"1157","5782","5782","5782","0.1708390712738037","0.1708390712738037","0.1708390712738037"
"1177","5882","5882","5882","0.5157674551010132","0.5157674551010132","0.5157674551010132"
"1193","5962","5962","5962","0.311457097530365","0.311457097530365","0.311457097530365"
"1220","6097","6097","6097","0.26798346638679504","0.26798346638679504","0.26798346638679504"
"1229","6142","6142","6142","0.3612578511238098","0.3612578511238098","0.3612578511238098"
"1243","6212","6212","6212","0.3195875883102417","0.3195875883102417","0.3195875883102417"
"1246","6227","6227","6227","0.4191257059574127","0.4191257059574127","0.4191257059574127"
"1263","6312","6312","6312","0.29061388969421387","0.29061388969421387","0.29061388969421387"
"1275","6372","6372","6372","0.24060913920402527","0.24060913920402527","0.24060913920402527"
"1276","6377","6377","6377","0.437043160200119","0.437043160200119","0.437043160200119"
"1312","6557","6557","6557","0.10383544862270355","0.10383544862270355","0.10383544862270355"
"1330","6647","6647","6647","0.2606789767742157","0.2606789767742157","0.2606789767742157"
"1331","6652","6652","6652","0.19077977538108826","0.19077977538108826","0.19077977538108826"
"1337","6682","6682","6682","0.09591448307037354","0.09591448307037354","0.09591448307037354"
"1345","6722","6722","6722","0.39704108238220215","0.39704108238220215","0.39704108238220215"
"1360","6797","6797","6797","0.13737988471984863","0.13737988471984863","0.13737988471984863"
"1377","6882","6882","6882","0.1958707571029663","0.1958707571029663","0.1958707571029663"
"1392","6957","6957","6957","0.24730528891086578","0.24730528891086578","0.24730528891086578"
"1397","6982","6982","6982","0.09618654102087021","0.09618654102087021","0.09618654102087021"
"1414","7067","7067","7067","0.3364018201828003","0.3364018201828003","0.3364018201828003"
"1424","7117","7117","7117","0.4605599045753479","0.4605599045753479","0.4605599045753479"
"1427","7132","7132","7132","0.48003411293029785","0.48003411293029785","0.48003411293029785"
"1449","7242","7242","7242","0.19996051490306854","0.19996051490306854","0.19996051490306854"
"1461","7302","7302","7302","0.20960184931755066","0.20960184931755066","0.20960184931755066"
"1465","7322","7322","7322","0.48091191053390503","0.48091191053390503","0.48091191053390503"
"1469","7342","7342","7342","0.11767522990703583","0.11767522990703583","0.11767522990703583"
"1473","7362","7362","7362","0.17317014932632446","0.17317014932632446","0.17317014932632446"
"1531","7652","7652","7652","0.13905154168605804","0.13905154168605804","0.13905154168605804"
"1539","7692","7692","7692","0.10445305705070496","0.10445305705070496","0.10445305705070496"
"1548","7737","7737","7737","0.2610616087913513","0.2610616087913513","0.2610616087913513"
"1587","7932","7932","7932","0.25619426369667053","0.25619426369667053","0.25619426369667053"
"1588","7937","7937","7937","0.5174540281295776","0.5174540281295776","0.5174540281295776"
"1593","7962","7962","7962","0.09140458703041077","0.09140458703041077","0.09140458703041077"
"1621","8102","8102","8102","0.17419329285621643","0.17419329285621643","0.17419329285621643"
"1641","8202","8202","8202","0.17391808331012726","0.17391808331012726","0.17391808331012726"
"1658","8287","8287","8287","0.07534253597259521","0.07534253597259521","0.07534253597259521"
"1659","8292","8292","8292","0.3674330711364746","0.3674330711364746","0.3674330711364746"
"1699","8492","8492","8492","0.21174553036689758","0.21174553036689758","0.21174553036689758"
"1716","8577","8577","8577","0.27771496772766113","0.27771496772766113","0.27771496772766113"
"1749","8742","8742","8742","0.47745728492736816","0.47745728492736816","0.47745728492736816"
"1750","8747","8747","8747","0.22910451889038086","0.22910451889038086","0.22910451889038086"
"1758","8787","8787","8787","0.3422328233718872","0.3422328233718872","0.3422328233718872"
"1766","8827","8827","8827","0.34048792719841003","0.34048792719841003","0.34048792719841003"
"1768","8837","8837","8837","0.7098627686500549","0.7098627686500549","0.7098627686500549"
"1783","8912","8912","8912","0.27941596508026123","0.27941596508026123","0.27941596508026123"
"1793","8962","8962","8962","0.0866108164191246","0.0866108164191246","0.0866108164191246"
"1841","9202","9202","9202","0.2131209373474121","0.2131209373474121","0.2131209373474121"
"1842","9207","9207","9207","0.21680666506290436","0.21680666506290436","0.21680666506290436"
"1845","9222","9222","9222","0.4492068886756897","0.4492068886756897","0.4492068886756897"
"1847","9232","9232","9232","0.20992043614387512","0.20992043614387512","0.20992043614387512"
"1853","9262","9262","9262","0.21321092545986176","0.21321092545986176","0.21321092545986176"
"1859","9292","9292","9292","0.29016345739364624","0.29016345739364624","0.29016345739364624"
"1862","9307","9307","9307","0.086766317486763","0.086766317486763","0.086766317486763"
"1869","9342","9342","9342","0.3189857304096222","0.3189857304096222","0.3189857304096222"
"1875","9372","9372","9372","0.28299278020858765","0.28299278020858765","0.28299278020858765"
"1884","9417","9417","9417","0.20039457082748413","0.20039457082748413","0.20039457082748413"
"1893","9462","9462","9462","0.37633001804351807","0.37633001804351807","0.37633001804351807"
"1894","9467","9467","9467","0.23735544085502625","0.23735544085502625","0.23735544085502625"
"1895","9472","9472","9472","0.12670212984085083","0.12670212984085083","0.12670212984085083"
"1897","9482","9482","9482","0.15344005823135376","0.15344005823135376","0.15344005823135376"
"1916","9577","9577","9577","0.38537776470184326","0.38537776470184326","0.38537776470184326"
"1920","9597","9597","9597","0.23857158422470093","0.23857158422470093","0.23857158422470093"
"1924","9617","9617","9617","0.11478684842586517","0.11478684842586517","0.11478684842586517"
"1935","9672","9672","9672","0.1375587284564972","0.1375587284564972","0.1375587284564972"
"1954","9767","9767","9767","0.20538215339183807","0.20538215339183807","0.20538215339183807"
"1960","9797","9797","9797","0.193606436252594","0.193606436252594","0.193606436252594"
"1987","9932","9932","9932","0.12769317626953125","0.12769317626953125","0.12769317626953125"
"1992","9957","9957","9957","0.09860974550247192","0.09860974550247192","0.09860974550247192"
"2002","10007","10007","10007","0.15016049146652222","0.15016049146652222","0.15016049146652222"
"2026","10127","10127","10127","0.23640061914920807","0.23640061914920807","0.23640061914920807"
"2033","10162","10162","10162","0.5130531191825867","0.5130531191825867","0.5130531191825867"
"2044","10217","10217","10217","0.15949761867523193","0.15949761867523193","0.15949761867523193"
"2051","10252","10252","10252","0.24211031198501587","0.24211031198501587","0.24211031198501587"
"2058","10287","10287","10287","0.12006130069494247","0.12006130069494247","0.12006130069494247"
"2059","10292","10292","10292","0.13560850918293","0.13560850918293","0.13560850918293"
"2064","10317","10317","10317","0.6281644105911255","0.6281644105911255","0.6281644105911255"
"2087","10432","10432","10432","0.265830934047699","0.265830934047699","0.265830934047699"
"2091","10452","10452","10452","0.32123351097106934","0.32123351097106934","0.32123351097106934"
"2099","10492","10492","10492","0.10973355174064636","0.10973355174064636","0.10973355174064636"
"2116","10577","10577","10577","0.11707490682601929","0.11707490682601929","0.11707490682601929"
"2129","10642","10642","10642","0.17699860036373138","0.17699860036373138","0.17699860036373138"
"2131","10652","10652","10652","0.1090889722108841","0.1090889722108841","0.1090889722108841"
"2142","10707","10707","10707","0.19793084263801575","0.19793084263801575","0.19793084263801575"
"2156","10777","10777","10777","0.11061641573905945","0.11061641573905945","0.11061641573905945"
"2163","10812","10812","10812","0.1477719247341156","0.1477719247341156","0.1477719247341156"
"2168","10837","10837","10837","0.24818512797355652","0.24818512797355652","0.24818512797355652"
"2170","10847","10847","10847","0.3242324888706207","0.3242324888706207","0.3242324888706207"
"2185","10922","10922","10922","0.33674490451812744","0.33674490451812744","0.33674490451812744"
"2190","10947","10947","10947","0.21822363138198853","0.21822363138198853","0.21822363138198853"
"2221","11102","11102","11102","0.16865003108978271","0.16865003108978271","0.16865003108978271"
"2222","11107","11107","11107","0.1989380121231079","0.1989380121231079","0.1989380121231079"
"2224","11117","11117","11117","0.11931931972503662","0.11931931972503662","0.11931931972503662"
"2231","11152","11152","11152","0.5793755054473877","0.5793755054473877","0.5793755054473877"
"2242","11207","11207","11207","0.10381582379341125","0.10381582379341125","0.10381582379341125"
"2251","11252","11252","11252","0.5061413049697876","0.5061413049697876","0.5061413049697876"
"2272","11357","11357","11357","0.29266810417175293","0.29266810417175293","0.29266810417175293"
"2284","11417","11417","11417","0.38329315185546875","0.38329315185546875","0.38329315185546875"
"2297","11482","11482","11482","0.0720440149307251","0.0720440149307251","0.0720440149307251"
"2304","11517","11517","11517","0.19619762897491455","0.19619762897491455","0.19619762897491455"
"2317","11582","11582","11582","0.3171728551387787","0.3171728551387787","0.3171728551387787"
"2325","11622","11622","11622","0.13918812572956085","0.13918812572956085","0.13918812572956085"
"2326","11627","11627","11627","0.3351686894893646","0.3351686894893646","0.3351686894893646"
"2378","11887","11887","11887","0.19434158504009247","0.19434158504009247","0.19434158504009247"
"2394","11967","11967","11967","0.06724992394447327","0.06724992394447327","0.06724992394447327"
"2404","12017","12017","12017","0.1155417338013649","0.1155417338013649","0.1155417338013649"
"2413","12062","12062","12062","0.11127395927906036","0.11127395927906036","0.11127395927906036"
"2439","12192","12192","12192","0.19696392118930817","0.19696392118930817","0.19696392118930817"
"2466","12327","12327","12327","0.29514551162719727","0.29514551162719727","0.29514551162719727"
"2478","12387","12387","12387","0.17618507146835327","0.17618507146835327","0.17618507146835327"
"2484","12417","12417","12417","0.23597052693367004","0.23597052693367004","0.23597052693367004"
"2488","12437","12437","12437","0.07443058490753174","0.07443058490753174","0.07443058490753174"
"2500","12497","12497","12497","0.5397099852561951","0.5397099852561951","0.5397099852561951"
"2503","12512","12512","12512","0.33624643087387085","0.33624643087387085","0.33624643087387085"
"2520","12597","12597","12597","0.38576820492744446","0.38576820492744446","0.38576820492744446"
"2521","12602","12602","12602","0.2958596348762512","0.2958596348762512","0.2958596348762512"
"2522","12607","12607","12607","0.14277493953704834","0.14277493953704834","0.14277493953704834"
"2527","12632","12632","12632","0.34200406074523926","0.34200406074523926","0.34200406074523926"
"2529","12642","12642","12642","0.23060214519500732","0.23060214519500732","0.23060214519500732"
"2539","12692","12692","12692","0.38690435886383057","0.38690435886383057","0.38690435886383057"
"2550","12747","12747","12747","0.23521989583969116","0.23521989583969116","0.23521989583969116"
"2551","12752","12752","12752","0.5272971391677856","0.5272971391677856","0.5272971391677856"
"2563","12812","12812","12812","0.14871779084205627","0.14871779084205627","0.14871779084205627"
"2569","12842","12842","12842","0.3972960114479065","0.3972960114479065","0.3972960114479065"
"2601","13002","13002","13002","0.6439594626426697","0.6439594626426697","0.6439594626426697"
"2615","13072","13072","13072","0.23412281274795532","0.23412281274795532","0.23412281274795532"
"2637","13182","13182","13182","0.2942274808883667","0.2942274808883667","0.2942274808883667"
"2650","13247","13247","13247","0.3123687505722046","0.3123687505722046","0.3123687505722046"
"2662","13307","13307","13307","0.28446412086486816","0.28446412086486816","0.28446412086486816"
"2670","13347","13347","13347","0.10787785053253174","0.10787785053253174","0.10787785053253174"
"2688","13437","13437","13437","0.2356286346912384","0.2356286346912384","0.2356286346912384"
"2694","13467","13467","13467","0.19697043299674988","0.19697043299674988","0.19697043299674988"
"2706","13527","13527","13527","0.35615628957748413","0.35615628957748413","0.35615628957748413"
"2717","13582","13582","13582","0.19242295622825623","0.19242295622825623","0.19242295622825623"
"2735","13672","13672","13672","0.21547594666481018","0.21547594666481018","0.21547594666481018"
"2761","13802","13802","13802","0.3835434317588806","0.3835434317588806","0.3835434317588806"
"2763","13812","13812","13812","0.13499078154563904","0.13499078154563904","0.13499078154563904"
"2768","13837","13837","13837","0.3422814905643463","0.3422814905643463","0.3422814905643463"
"2769","13842","13842","13842","0.23728018999099731","0.23728018999099731","0.23728018999099731"
"2776","13877","13877","13877","0.10618007183074951","0.10618007183074951","0.10618007183074951"
"2783","13912","13912","13912","0.3216879367828369","0.3216879367828369","0.3216879367828369"
"2796","13977","13977","13977","0.49884581565856934","0.49884581565856934","0.49884581565856934"
"2809","14042","14042","14042","0.1098758727312088","0.1098758727312088","0.1098758727312088"
"2810","14047","14047","14047","0.06227012723684311","0.06227012723684311","0.06227012723684311"
"2813","14062","14062","14062","0.19819630682468414","0.19819630682468414","0.19819630682468414"
"2819","14092","14092","14092","0.2228752225637436","0.2228752225637436","0.2228752225637436"
"2846","14227","14227","14227","0.2583197057247162","0.2583197057247162","0.2583197057247162"
"2848","14237","14237","14237","0.0646359771490097","0.0646359771490097","0.0646359771490097"
"2856","14277","14277","14277","0.12235929071903229","0.12235929071903229","0.12235929071903229"
"2869","14342","14342","14342","0.3946908712387085","0.3946908712387085","0.3946908712387085"
"2871","14352","14352","14352","0.18060579895973206","0.18060579895973206","0.18060579895973206"
"2874","14367","14367","14367","0.18949539959430695","0.18949539959430695","0.18949539959430695"
"2895","14472","14472","14472","0.352425217628479","0.352425217628479","0.352425217628479"
"2903","14512","14512","14512","0.08215054869651794","0.08215054869651794","0.08215054869651794"
"2919","14592","14592","14592","0.15680724382400513","0.15680724382400513","0.15680724382400513"
"2928","14637","14637","14637","0.28929567337036133","0.28929567337036133","0.28929567337036133"
"2935","14672","14672","14672","0.15796518325805664","0.15796518325805664","0.15796518325805664"
"2937","14682","14682","14682","0.43328195810317993","0.43328195810317993","0.43328195810317993"
"2944","14717","14717","14717","0.23858197033405304","0.23858197033405304","0.23858197033405304"
"2959","14792","14792","14792","0.10002628713846207","0.10002628713846207","0.10002628713846207"
"2961","14802","14802","14802","0.13566531240940094","0.13566531240940094","0.13566531240940094"
"2992","14957","14957","14957","0.24798226356506348","0.24798226356506348","0.24798226356506348"
"3010","15047","15047","15047","0.08221854269504547","0.08221854269504547","0.08221854269504547"
"3012","15057","15057","15057","0.5350795388221741","0.5350795388221741","0.5350795388221741"
"3041","15202","15202","15202","0.24137112498283386","0.24137112498283386","0.24137112498283386"
"3047","15232","15232","15232","0.38626670837402344","0.38626670837402344","0.38626670837402344"
"3049","15242","15242","15242","0.08733171969652176","0.08733171969652176","0.08733171969652176"
"3054","15267","15267","15267","0.07692490518093109","0.07692490518093109","0.07692490518093109"
"3062","15307","15307","15307","0.09672068804502487","0.09672068804502487","0.09672068804502487"
"3064","15317","15317","15317","0.05317124351859093","0.05317124351859093","0.05317124351859093"
"3065","15322","15322","15322","0.3991304337978363","0.3991304337978363","0.3991304337978363"
"3066","15327","15327","15327","0.12554283440113068","0.12554283440113068","0.12554283440113068"
"3070","15347","15347","15347","0.39252448081970215","0.39252448081970215","0.39252448081970215"
"3073","15362","15362","15362","0.3710669279098511","0.3710669279098511","0.3710669279098511"
"3074","15367","15367","15367","0.11326058954000473","0.11326058954000473","0.11326058954000473"
"3147","15732","15732","15732","0.41214293241500854","0.41214293241500854","0.41214293241500854"
"3149","15742","15742","15742","0.49203652143478394","0.49203652143478394","0.49203652143478394"
"3165","15822","15822","15822","0.1771640181541443","0.1771640181541443","0.1771640181541443"
"3175","15872","15872","15872","0.07286565005779266","0.07286565005779266","0.07286565005779266"
"3179","15892","15892","15892","0.5827562212944031","0.5827562212944031","0.5827562212944031"
"3182","15907","15907","15907","0.1887545883655548","0.1887545883655548","0.1887545883655548"
"3196","15977","15977","15977","0.20886404812335968","0.20886404812335968","0.20886404812335968"
"3207","16032","16032","16032","0.3127366900444031","0.3127366900444031","0.3127366900444031"
"3219","16092","16092","16092","0.28828179836273193","0.28828179836273193","0.28828179836273193"
"3234","16167","16167","16167","0.2702394425868988","0.2702394425868988","0.2702394425868988"
"3259","16292","16292","16292","0.2749341130256653","0.2749341130256653","0.2749341130256653"
"3274","16367","16367","16367","0.46958333253860474","0.46958333253860474","0.46958333253860474"
"3279","16392","16392","16392","0.30394941568374634","0.30394941568374634","0.30394941568374634"
"3281","16402","16402","16402","0.08732695877552032","0.08732695877552032","0.08732695877552032"
"3309","16542","16542","16542","0.3939221203327179","0.3939221203327179","0.3939221203327179"
"3320","16597","16597","16597","0.12811723351478577","0.12811723351478577","0.12811723351478577"
"3336","16677","16677","16677","0.2524954378604889","0.2524954378604889","0.2524954378604889"
"3349","16742","16742","16742","0.1041114330291748","0.1041114330291748","0.1041114330291748"
"3359","16792","16792","16792","0.4611722528934479","0.4611722528934479","0.4611722528934479"
"3361","16802","16802","16802","0.2094261348247528","0.2094261348247528","0.2094261348247528"
"3370","16847","16847","16847","0.12699192762374878","0.12699192762374878","0.12699192762374878"
"3383","16912","16912","16912","0.36663466691970825","0.36663466691970825","0.36663466691970825"
"3391","16952","16952","16952","0.20520099997520447","0.20520099997520447","0.20520099997520447"
"3395","16972","16972","16972","0.1124897450208664","0.1124897450208664","0.1124897450208664"
"3397","16982","16982","16982","0.16957637667655945","0.16957637667655945","0.16957637667655945"
"3412","17057","17057","17057","0.37890294194221497","0.37890294194221497","0.37890294194221497"
"3427","17132","17132","17132","0.12387111037969589","0.12387111037969589","0.12387111037969589"
"3430","17147","17147","17147","0.13096356391906738","0.13096356391906738","0.13096356391906738"
"3446","17227","17227","17227","0.07398368418216705","0.07398368418216705","0.07398368418216705"
"3451","17252","17252","17252","0.3130619525909424","0.3130619525909424","0.3130619525909424"
"3464","17317","17317","17317","0.09957273304462433","0.09957273304462433","0.09957273304462433"
"3466","17327","17327","17327","0.3666408956050873","0.3666408956050873","0.3666408956050873"
"3472","17357","17357","17357","0.3603803217411041","0.3603803217411041","0.3603803217411041"
"3494","17467","17467","17467","0.07931916415691376","0.07931916415691376","0.07931916415691376"
"3512","17557","17557","17557","0.3297661542892456","0.3297661542892456","0.3297661542892456"
"3517","17582","17582","17582","0.3578087091445923","0.3578087091445923","0.3578087091445923"
"3519","17592","17592","17592","0.15746928751468658","0.15746928751468658","0.15746928751468658"
"3530","17647","17647","17647","0.1644866168498993","0.1644866168498993","0.1644866168498993"
"3535","17672","17672","17672","0.07943866401910782","0.07943866401910782","0.07943866401910782"
"3541","17702","17702","17702","0.1190565973520279","0.1190565973520279","0.1190565973520279"
"3542","17707","17707","17707","0.06491658091545105","0.06491658091545105","0.06491658091545105"
"3551","17752","17752","17752","0.18963181972503662","0.18963181972503662","0.18963181972503662"
"3595","17972","17972","17972","0.14807593822479248","0.14807593822479248","0.14807593822479248"
"3609","18042","18042","18042","0.2274852842092514","0.2274852842092514","0.2274852842092514"
"3637","18182","18182","18182","0.27641722559928894","0.27641722559928894","0.27641722559928894"
"3656","18277","18277","18277","0.12533020973205566","0.12533020973205566","0.12533020973205566"
"3657","18282","18282","18282","0.13687585294246674","0.13687585294246674","0.13687585294246674"
"3658","18287","18287","18287","0.212665393948555","0.212665393948555","0.212665393948555"
"3678","18387","18387","18387","0.1255975067615509","0.1255975067615509","0.1255975067615509"
"3696","18477","18477","18477","0.3505887985229492","0.3505887985229492","0.3505887985229492"
"3713","18562","18562","18562","0.16433244943618774","0.16433244943618774","0.16433244943618774"
"3715","18572","18572","18572","0.17438018321990967","0.17438018321990967","0.17438018321990967"
"3736","18677","18677","18677","0.2815430164337158","0.2815430164337158","0.2815430164337158"
"3771","18852","18852","18852","0.7737818956375122","0.7737818956375122","0.7737818956375122"
"3773","18862","18862","18862","0.6581644415855408","0.6581644415855408","0.6581644415855408"
"3786","18927","18927","18927","0.2573731541633606","0.2573731541633606","0.2573731541633606"
"3794","18967","18967","18967","0.16177746653556824","0.16177746653556824","0.16177746653556824"
"3832","19157","19157","19157","0.21988673508167267","0.21988673508167267","0.21988673508167267"
"3852","19257","19257","19257","0.20547369122505188","0.20547369122505188","0.20547369122505188"
"3867","19332","19332","19332","0.8813682794570923","0.8813682794570923","0.8813682794570923"
"3875","19372","19372","19372","0.3638497591018677","0.3638497591018677","0.3638497591018677"
"3887","19432","19432","19432","0.1395391821861267","0.1395391821861267","0.1395391821861267"
"3918","19587","19587","19587","0.0900726169347763","0.0900726169347763","0.0900726169347763"
"3919","19592","19592","19592","0.586150586605072","0.586150586605072","0.586150586605072"
"3927","19632","19632","19632","0.36318984627723694","0.36318984627723694","0.36318984627723694"
"3930","19647","19647","19647","0.3514837622642517","0.3514837622642517","0.3514837622642517"
"3941","19702","19702","19702","0.17635729908943176","0.17635729908943176","0.17635729908943176"
"3942","19707","19707","19707","0.2969210147857666","0.2969210147857666","0.2969210147857666"
"3952","19757","19757","19757","0.2551701068878174","0.2551701068878174","0.2551701068878174"
