"step","run-multi-task-debiasing-1-logit - _step","run-multi-task-debiasing-1-logit - _step__MIN","run-multi-task-debiasing-1-logit - _step__MAX","run-multi-task-debiasing-1-logit - Skip loss","run-multi-task-debiasing-1-logit - Skip loss__MIN","run-multi-task-debiasing-1-logit - Skip loss__MAX"
"1035","5172","5172","5172","0.23685070872306824","0.23685070872306824","0.23685070872306824"
"1046","5227","5227","5227","0.1902269721031189","0.1902269721031189","0.1902269721031189"
"1049","5242","5242","5242","0.305797278881073","0.305797278881073","0.305797278881073"
"1052","5257","5257","5257","0.4272371530532837","0.4272371530532837","0.4272371530532837"
"1075","5372","5372","5372","0.1870068609714508","0.1870068609714508","0.1870068609714508"
"1083","5412","5412","5412","0.4285944998264313","0.4285944998264313","0.4285944998264313"
"1098","5487","5487","5487","0.19364622235298157","0.19364622235298157","0.19364622235298157"
"1111","5552","5552","5552","0.16799160838127136","0.16799160838127136","0.16799160838127136"
"1130","5647","5647","5647","0.18724095821380615","0.18724095821380615","0.18724095821380615"
"1139","5692","5692","5692","0.1382695734500885","0.1382695734500885","0.1382695734500885"
"1159","5792","5792","5792","0.22053079307079315","0.22053079307079315","0.22053079307079315"
"1163","5812","5812","5812","0.37504708766937256","0.37504708766937256","0.37504708766937256"
"1178","5887","5887","5887","0.16242800652980804","0.16242800652980804","0.16242800652980804"
"1181","5902","5902","5902","0.3566093444824219","0.3566093444824219","0.3566093444824219"
"1196","5977","5977","5977","0.27679893374443054","0.27679893374443054","0.27679893374443054"
"1212","6057","6057","6057","0.1735745221376419","0.1735745221376419","0.1735745221376419"
"1216","6077","6077","6077","0.17054137587547302","0.17054137587547302","0.17054137587547302"
"1237","6182","6182","6182","0.10745537281036377","0.10745537281036377","0.10745537281036377"
"1256","6277","6277","6277","0.1366441249847412","0.1366441249847412","0.1366441249847412"
"1261","6302","6302","6302","0.06943655759096146","0.06943655759096146","0.06943655759096146"
"1262","6307","6307","6307","0.14073190093040466","0.14073190093040466","0.14073190093040466"
"1266","6327","6327","6327","0.0994844138622284","0.0994844138622284","0.0994844138622284"
"1272","6357","6357","6357","0.09849663078784943","0.09849663078784943","0.09849663078784943"
"1273","6362","6362","6362","0.36928990483283997","0.36928990483283997","0.36928990483283997"
"1289","6442","6442","6442","0.2040349841117859","0.2040349841117859","0.2040349841117859"
"1291","6452","6452","6452","0.11061462759971619","0.11061462759971619","0.11061462759971619"
"1296","6477","6477","6477","0.146958589553833","0.146958589553833","0.146958589553833"
"1302","6507","6507","6507","0.3164774179458618","0.3164774179458618","0.3164774179458618"
"1304","6517","6517","6517","0.2457929253578186","0.2457929253578186","0.2457929253578186"
"1306","6527","6527","6527","0.2603217661380768","0.2603217661380768","0.2603217661380768"
"1311","6552","6552","6552","0.09897486120462418","0.09897486120462418","0.09897486120462418"
"1331","6652","6652","6652","0.17719413340091705","0.17719413340091705","0.17719413340091705"
"1383","6912","6912","6912","0.7489420771598816","0.7489420771598816","0.7489420771598816"
"1389","6942","6942","6942","0.07989607751369476","0.07989607751369476","0.07989607751369476"
"1407","7032","7032","7032","0.2199813723564148","0.2199813723564148","0.2199813723564148"
"1417","7082","7082","7082","0.28018757700920105","0.28018757700920105","0.28018757700920105"
"1420","7097","7097","7097","0.2397734373807907","0.2397734373807907","0.2397734373807907"
"1433","7162","7162","7162","0.09303311258554459","0.09303311258554459","0.09303311258554459"
"1448","7237","7237","7237","0.1510903537273407","0.1510903537273407","0.1510903537273407"
"1454","7267","7267","7267","0.32711321115493774","0.32711321115493774","0.32711321115493774"
"1525","7622","7622","7622","0.33522433042526245","0.33522433042526245","0.33522433042526245"
"1538","7687","7687","7687","0.3019627034664154","0.3019627034664154","0.3019627034664154"
"1540","7697","7697","7697","0.25385409593582153","0.25385409593582153","0.25385409593582153"
"1547","7732","7732","7732","0.10157952457666397","0.10157952457666397","0.10157952457666397"
"1549","7742","7742","7742","0.30193793773651123","0.30193793773651123","0.30193793773651123"
"1560","7797","7797","7797","0.2214100956916809","0.2214100956916809","0.2214100956916809"
"1566","7827","7827","7827","0.35918915271759033","0.35918915271759033","0.35918915271759033"
"1576","7877","7877","7877","0.10945914685726166","0.10945914685726166","0.10945914685726166"
"1611","8052","8052","8052","0.2839657664299011","0.2839657664299011","0.2839657664299011"
"1631","8152","8152","8152","0.2777000665664673","0.2777000665664673","0.2777000665664673"
"1643","8212","8212","8212","0.11329180002212524","0.11329180002212524","0.11329180002212524"
"1657","8282","8282","8282","0.15228065848350525","0.15228065848350525","0.15228065848350525"
"1659","8292","8292","8292","0.37128275632858276","0.37128275632858276","0.37128275632858276"
"1679","8392","8392","8392","0.18567684292793274","0.18567684292793274","0.18567684292793274"
"1681","8402","8402","8402","0.6392967700958252","0.6392967700958252","0.6392967700958252"
"1683","8412","8412","8412","0.26608338952064514","0.26608338952064514","0.26608338952064514"
"1699","8492","8492","8492","0.20480112731456757","0.20480112731456757","0.20480112731456757"
"1727","8632","8632","8632","0.4793296456336975","0.4793296456336975","0.4793296456336975"
"1764","8817","8817","8817","0.26718756556510925","0.26718756556510925","0.26718756556510925"
"1782","8907","8907","8907","0.2974504828453064","0.2974504828453064","0.2974504828453064"
"1785","8922","8922","8922","0.632519006729126","0.632519006729126","0.632519006729126"
"1805","9022","9022","9022","0.07129304111003876","0.07129304111003876","0.07129304111003876"
"1808","9037","9037","9037","0.07186911255121231","0.07186911255121231","0.07186911255121231"
"1823","9112","9112","9112","0.3020421266555786","0.3020421266555786","0.3020421266555786"
"1860","9297","9297","9297","0.3182734251022339","0.3182734251022339","0.3182734251022339"
"1861","9302","9302","9302","0.1162882149219513","0.1162882149219513","0.1162882149219513"
"1867","9332","9332","9332","0.22821718454360962","0.22821718454360962","0.22821718454360962"
"1909","9542","9542","9542","0.1986669898033142","0.1986669898033142","0.1986669898033142"
"1912","9557","9557","9557","0.3634597063064575","0.3634597063064575","0.3634597063064575"
"1944","9717","9717","9717","0.14510586857795715","0.14510586857795715","0.14510586857795715"
"1945","9722","9722","9722","0.5264580845832825","0.5264580845832825","0.5264580845832825"
"1950","9747","9747","9747","0.37777239084243774","0.37777239084243774","0.37777239084243774"
"1957","9782","9782","9782","0.19689203798770905","0.19689203798770905","0.19689203798770905"
"1972","9857","9857","9857","0.6749900579452515","0.6749900579452515","0.6749900579452515"
"1989","9942","9942","9942","0.24770981073379517","0.24770981073379517","0.24770981073379517"
"1992","9957","9957","9957","0.10263440757989883","0.10263440757989883","0.10263440757989883"
"2011","10052","10052","10052","0.1678265929222107","0.1678265929222107","0.1678265929222107"
"2023","10112","10112","10112","0.19095376133918762","0.19095376133918762","0.19095376133918762"
"2028","10137","10137","10137","0.33297574520111084","0.33297574520111084","0.33297574520111084"
"2040","10197","10197","10197","0.3693295121192932","0.3693295121192932","0.3693295121192932"
"2051","10252","10252","10252","0.22934716939926147","0.22934716939926147","0.22934716939926147"
"2061","10302","10302","10302","0.3322349190711975","0.3322349190711975","0.3322349190711975"
"2104","10517","10517","10517","0.05931789427995682","0.05931789427995682","0.05931789427995682"
"2115","10572","10572","10572","0.058948174118995667","0.058948174118995667","0.058948174118995667"
"2123","10612","10612","10612","0.16121217608451843","0.16121217608451843","0.16121217608451843"
"2128","10637","10637","10637","0.18352332711219788","0.18352332711219788","0.18352332711219788"
"2131","10652","10652","10652","0.13006116449832916","0.13006116449832916","0.13006116449832916"
"2133","10662","10662","10662","0.6183422803878784","0.6183422803878784","0.6183422803878784"
"2134","10667","10667","10667","0.13612282276153564","0.13612282276153564","0.13612282276153564"
"2143","10712","10712","10712","0.49772971868515015","0.49772971868515015","0.49772971868515015"
"2149","10742","10742","10742","0.14186501502990723","0.14186501502990723","0.14186501502990723"
"2166","10827","10827","10827","0.17432357370853424","0.17432357370853424","0.17432357370853424"
"2170","10847","10847","10847","0.34030675888061523","0.34030675888061523","0.34030675888061523"
"2179","10892","10892","10892","0.12163860350847244","0.12163860350847244","0.12163860350847244"
"2183","10912","10912","10912","0.519301176071167","0.519301176071167","0.519301176071167"
"2200","10997","10997","10997","0.4014267325401306","0.4014267325401306","0.4014267325401306"
"2204","11017","11017","11017","0.1610749512910843","0.1610749512910843","0.1610749512910843"
"2205","11022","11022","11022","0.11971308290958405","0.11971308290958405","0.11971308290958405"
"2228","11137","11137","11137","0.32611310482025146","0.32611310482025146","0.32611310482025146"
"2233","11162","11162","11162","0.08486413210630417","0.08486413210630417","0.08486413210630417"
"2239","11192","11192","11192","0.10819172114133835","0.10819172114133835","0.10819172114133835"
"2247","11232","11232","11232","0.4224502146244049","0.4224502146244049","0.4224502146244049"
"2253","11262","11262","11262","0.07831645011901855","0.07831645011901855","0.07831645011901855"
"2259","11292","11292","11292","0.19226856529712677","0.19226856529712677","0.19226856529712677"
"2260","11297","11297","11297","0.22452804446220398","0.22452804446220398","0.22452804446220398"
"2268","11337","11337","11337","0.10822179913520813","0.10822179913520813","0.10822179913520813"
"2276","11377","11377","11377","0.42099761962890625","0.42099761962890625","0.42099761962890625"
"2278","11387","11387","11387","0.46734341979026794","0.46734341979026794","0.46734341979026794"
"2297","11482","11482","11482","0.09023266285657883","0.09023266285657883","0.09023266285657883"
"2312","11557","11557","11557","0.22428999841213226","0.22428999841213226","0.22428999841213226"
"2335","11672","11672","11672","0.18680322170257568","0.18680322170257568","0.18680322170257568"
"2341","11702","11702","11702","0.20617975294589996","0.20617975294589996","0.20617975294589996"
"2351","11752","11752","11752","0.2931293547153473","0.2931293547153473","0.2931293547153473"
"2380","11897","11897","11897","0.4265183210372925","0.4265183210372925","0.4265183210372925"
"2385","11922","11922","11922","0.5437885522842407","0.5437885522842407","0.5437885522842407"
"2389","11942","11942","11942","0.2413254678249359","0.2413254678249359","0.2413254678249359"
"2393","11962","11962","11962","0.3570932149887085","0.3570932149887085","0.3570932149887085"
"2400","11997","11997","11997","0.26024726033210754","0.26024726033210754","0.26024726033210754"
"2422","12107","12107","12107","0.23466548323631287","0.23466548323631287","0.23466548323631287"
"2437","12182","12182","12182","0.13237549364566803","0.13237549364566803","0.13237549364566803"
"2447","12232","12232","12232","0.3092438578605652","0.3092438578605652","0.3092438578605652"
"2451","12252","12252","12252","0.45797520875930786","0.45797520875930786","0.45797520875930786"
"2453","12262","12262","12262","0.2483699917793274","0.2483699917793274","0.2483699917793274"
"2461","12302","12302","12302","0.1351645141839981","0.1351645141839981","0.1351645141839981"
"2469","12342","12342","12342","0.16638104617595673","0.16638104617595673","0.16638104617595673"
"2484","12417","12417","12417","0.2286800593137741","0.2286800593137741","0.2286800593137741"
"2493","12462","12462","12462","0.14453068375587463","0.14453068375587463","0.14453068375587463"
"2506","12527","12527","12527","0.0879063606262207","0.0879063606262207","0.0879063606262207"
"2531","12652","12652","12652","0.3688409924507141","0.3688409924507141","0.3688409924507141"
"2549","12742","12742","12742","0.15247052907943726","0.15247052907943726","0.15247052907943726"
"2555","12772","12772","12772","0.27164578437805176","0.27164578437805176","0.27164578437805176"
"2556","12777","12777","12777","0.16144299507141113","0.16144299507141113","0.16144299507141113"
"2566","12827","12827","12827","0.11586231738328934","0.11586231738328934","0.11586231738328934"
"2572","12857","12857","12857","0.33948957920074463","0.33948957920074463","0.33948957920074463"
"2588","12937","12937","12937","0.43730801343917847","0.43730801343917847","0.43730801343917847"
"2593","12962","12962","12962","0.24301181733608246","0.24301181733608246","0.24301181733608246"
"2600","12997","12997","12997","0.28707385063171387","0.28707385063171387","0.28707385063171387"
"2622","13107","13107","13107","0.07027266919612885","0.07027266919612885","0.07027266919612885"
"2633","13162","13162","13162","0.45257803797721863","0.45257803797721863","0.45257803797721863"
"2640","13197","13197","13197","0.08640655130147934","0.08640655130147934","0.08640655130147934"
"2641","13202","13202","13202","0.17558658123016357","0.17558658123016357","0.17558658123016357"
"2649","13242","13242","13242","0.5461317896842957","0.5461317896842957","0.5461317896842957"
"2659","13292","13292","13292","0.24330231547355652","0.24330231547355652","0.24330231547355652"
"2665","13322","13322","13322","0.32465481758117676","0.32465481758117676","0.32465481758117676"
"2666","13327","13327","13327","0.6606934666633606","0.6606934666633606","0.6606934666633606"
"2674","13367","13367","13367","0.10576875507831573","0.10576875507831573","0.10576875507831573"
"2686","13427","13427","13427","0.11345695704221725","0.11345695704221725","0.11345695704221725"
"2699","13492","13492","13492","0.18732976913452148","0.18732976913452148","0.18732976913452148"
"2712","13557","13557","13557","0.36109745502471924","0.36109745502471924","0.36109745502471924"
"2715","13572","13572","13572","0.13743922114372253","0.13743922114372253","0.13743922114372253"
"2719","13592","13592","13592","0.055023808032274246","0.055023808032274246","0.055023808032274246"
"2730","13647","13647","13647","0.172146737575531","0.172146737575531","0.172146737575531"
"2734","13667","13667","13667","0.22347895801067352","0.22347895801067352","0.22347895801067352"
"2745","13722","13722","13722","0.3671915531158447","0.3671915531158447","0.3671915531158447"
"2792","13957","13957","13957","0.25990355014801025","0.25990355014801025","0.25990355014801025"
"2808","14037","14037","14037","0.16294406354427338","0.16294406354427338","0.16294406354427338"
"2830","14147","14147","14147","0.660542368888855","0.660542368888855","0.660542368888855"
"2834","14167","14167","14167","0.15883928537368774","0.15883928537368774","0.15883928537368774"
"2841","14202","14202","14202","0.10633409768342972","0.10633409768342972","0.10633409768342972"
"2864","14317","14317","14317","0.17537009716033936","0.17537009716033936","0.17537009716033936"
"2872","14357","14357","14357","0.1753559559583664","0.1753559559583664","0.1753559559583664"
"2884","14417","14417","14417","0.4189363121986389","0.4189363121986389","0.4189363121986389"
"2916","14577","14577","14577","0.2757929265499115","0.2757929265499115","0.2757929265499115"
"2924","14617","14617","14617","0.10767804831266403","0.10767804831266403","0.10767804831266403"
"2960","14797","14797","14797","0.5079146027565002","0.5079146027565002","0.5079146027565002"
"2967","14832","14832","14832","0.13080641627311707","0.13080641627311707","0.13080641627311707"
"2969","14842","14842","14842","0.4559158682823181","0.4559158682823181","0.4559158682823181"
"2971","14852","14852","14852","0.6818193197250366","0.6818193197250366","0.6818193197250366"
"2973","14862","14862","14862","0.10790098458528519","0.10790098458528519","0.10790098458528519"
"2996","14977","14977","14977","0.37737444043159485","0.37737444043159485","0.37737444043159485"
"3021","15102","15102","15102","0.1414201855659485","0.1414201855659485","0.1414201855659485"
"3030","15147","15147","15147","0.271440327167511","0.271440327167511","0.271440327167511"
"3056","15277","15277","15277","0.5596770644187927","0.5596770644187927","0.5596770644187927"
"3080","15397","15397","15397","0.10514768958091736","0.10514768958091736","0.10514768958091736"
"3082","15407","15407","15407","0.3321186900138855","0.3321186900138855","0.3321186900138855"
"3083","15412","15412","15412","0.579985499382019","0.579985499382019","0.579985499382019"
"3116","15577","15577","15577","0.2244090735912323","0.2244090735912323","0.2244090735912323"
"3124","15617","15617","15617","0.099520243704319","0.099520243704319","0.099520243704319"
"3146","15727","15727","15727","0.38365301489830017","0.38365301489830017","0.38365301489830017"
"3194","15967","15967","15967","0.7009658813476562","0.7009658813476562","0.7009658813476562"
"3195","15972","15972","15972","0.2058953493833542","0.2058953493833542","0.2058953493833542"
"3197","15982","15982","15982","0.39590367674827576","0.39590367674827576","0.39590367674827576"
"3208","16037","16037","16037","0.12399785220623016","0.12399785220623016","0.12399785220623016"
"3209","16042","16042","16042","0.1944311559200287","0.1944311559200287","0.1944311559200287"
"3210","16047","16047","16047","0.14422407746315002","0.14422407746315002","0.14422407746315002"
"3220","16097","16097","16097","0.5212593078613281","0.5212593078613281","0.5212593078613281"
"3225","16122","16122","16122","0.08461636304855347","0.08461636304855347","0.08461636304855347"
"3254","16267","16267","16267","0.10478945076465607","0.10478945076465607","0.10478945076465607"
"3269","16342","16342","16342","0.2637144923210144","0.2637144923210144","0.2637144923210144"
"3270","16347","16347","16347","0.13604509830474854","0.13604509830474854","0.13604509830474854"
"3291","16452","16452","16452","0.2867928743362427","0.2867928743362427","0.2867928743362427"
"3299","16492","16492","16492","0.104770228266716","0.104770228266716","0.104770228266716"
"3325","16622","16622","16622","0.06606970727443695","0.06606970727443695","0.06606970727443695"
"3341","16702","16702","16702","0.25348201394081116","0.25348201394081116","0.25348201394081116"
"3365","16822","16822","16822","0.1599881798028946","0.1599881798028946","0.1599881798028946"
"3383","16912","16912","16912","0.3644123673439026","0.3644123673439026","0.3644123673439026"
"3392","16957","16957","16957","0.2972213625907898","0.2972213625907898","0.2972213625907898"
"3399","16992","16992","16992","0.09107206016778946","0.09107206016778946","0.09107206016778946"
"3405","17022","17022","17022","0.15369123220443726","0.15369123220443726","0.15369123220443726"
"3419","17092","17092","17092","0.2452087104320526","0.2452087104320526","0.2452087104320526"
"3422","17107","17107","17107","0.11313756555318832","0.11313756555318832","0.11313756555318832"
"3460","17297","17297","17297","0.21965384483337402","0.21965384483337402","0.21965384483337402"
"3467","17332","17332","17332","0.1256875991821289","0.1256875991821289","0.1256875991821289"
"3470","17347","17347","17347","0.5664753913879395","0.5664753913879395","0.5664753913879395"
"3496","17477","17477","17477","0.40488579869270325","0.40488579869270325","0.40488579869270325"
"3498","17487","17487","17487","0.4939301013946533","0.4939301013946533","0.4939301013946533"
"3529","17642","17642","17642","0.19744420051574707","0.19744420051574707","0.19744420051574707"
"3536","17677","17677","17677","0.1036362424492836","0.1036362424492836","0.1036362424492836"
"3540","17697","17697","17697","0.0583098828792572","0.0583098828792572","0.0583098828792572"
"3564","17817","17817","17817","0.09994727373123169","0.09994727373123169","0.09994727373123169"
"3572","17857","17857","17857","0.07824954390525818","0.07824954390525818","0.07824954390525818"
"3573","17862","17862","17862","0.1591215878725052","0.1591215878725052","0.1591215878725052"
"3587","17932","17932","17932","0.11192923039197922","0.11192923039197922","0.11192923039197922"
"3591","17952","17952","17952","0.3934295177459717","0.3934295177459717","0.3934295177459717"
"3643","18212","18212","18212","0.4956212043762207","0.4956212043762207","0.4956212043762207"
"3659","18292","18292","18292","0.3329501748085022","0.3329501748085022","0.3329501748085022"
"3664","18317","18317","18317","0.21146541833877563","0.21146541833877563","0.21146541833877563"
"3670","18347","18347","18347","0.26738956570625305","0.26738956570625305","0.26738956570625305"
"3674","18367","18367","18367","0.11338891088962555","0.11338891088962555","0.11338891088962555"
"3676","18377","18377","18377","0.4861053228378296","0.4861053228378296","0.4861053228378296"
"3682","18407","18407","18407","0.21785695850849152","0.21785695850849152","0.21785695850849152"
"3696","18477","18477","18477","0.3315768837928772","0.3315768837928772","0.3315768837928772"
"3697","18482","18482","18482","0.12271374464035034","0.12271374464035034","0.12271374464035034"
"3705","18522","18522","18522","0.2536228597164154","0.2536228597164154","0.2536228597164154"
"3707","18532","18532","18532","0.07282957434654236","0.07282957434654236","0.07282957434654236"
"3713","18562","18562","18562","0.17485077679157257","0.17485077679157257","0.17485077679157257"
"3716","18577","18577","18577","0.40786170959472656","0.40786170959472656","0.40786170959472656"
"3740","18697","18697","18697","0.3408699035644531","0.3408699035644531","0.3408699035644531"
"3766","18827","18827","18827","0.60258948802948","0.60258948802948","0.60258948802948"
"3772","18857","18857","18857","0.23053528368473053","0.23053528368473053","0.23053528368473053"
"3778","18887","18887","18887","0.430403470993042","0.430403470993042","0.430403470993042"
"3818","19087","19087","19087","0.27647608518600464","0.27647608518600464","0.27647608518600464"
"3820","19097","19097","19097","0.3224618136882782","0.3224618136882782","0.3224618136882782"
"3821","19102","19102","19102","0.0723995566368103","0.0723995566368103","0.0723995566368103"
"3824","19117","19117","19117","0.1075541228055954","0.1075541228055954","0.1075541228055954"
"3838","19187","19187","19187","0.06040361523628235","0.06040361523628235","0.06040361523628235"
"3852","19257","19257","19257","0.1894637793302536","0.1894637793302536","0.1894637793302536"
"3857","19282","19282","19282","0.2578376829624176","0.2578376829624176","0.2578376829624176"
"3874","19367","19367","19367","0.14906340837478638","0.14906340837478638","0.14906340837478638"
"3890","19447","19447","19447","0.08326034992933273","0.08326034992933273","0.08326034992933273"
"3902","19507","19507","19507","0.20499871671199799","0.20499871671199799","0.20499871671199799"
"3906","19527","19527","19527","0.23675812780857086","0.23675812780857086","0.23675812780857086"
"3917","19582","19582","19582","0.307564377784729","0.307564377784729","0.307564377784729"
"3920","19597","19597","19597","0.42421677708625793","0.42421677708625793","0.42421677708625793"
"3922","19607","19607","19607","0.13323278725147247","0.13323278725147247","0.13323278725147247"
"3923","19612","19612","19612","0.1593872606754303","0.1593872606754303","0.1593872606754303"
"3940","19697","19697","19697","0.17020773887634277","0.17020773887634277","0.17020773887634277"
"3959","19792","19792","19792","0.2618870735168457","0.2618870735168457","0.2618870735168457"
"3984","19917","19917","19917","0.20666727423667908","0.20666727423667908","0.20666727423667908"
"3988","19937","19937","19937","0.3097808361053467","0.3097808361053467","0.3097808361053467"
"3990","19947","19947","19947","0.2942962944507599","0.2942962944507599","0.2942962944507599"
"3992","19957","19957","19957","0.1360858976840973","0.1360858976840973","0.1360858976840973"
"4003","20012","20012","20012","0.11820536851882935","0.11820536851882935","0.11820536851882935"
"4026","20127","20127","20127","0.22466543316841125","0.22466543316841125","0.22466543316841125"
"4050","20247","20247","20247","0.40946322679519653","0.40946322679519653","0.40946322679519653"
"4089","20442","20442","20442","0.17966526746749878","0.17966526746749878","0.17966526746749878"
"4092","20457","20457","20457","0.4757504463195801","0.4757504463195801","0.4757504463195801"
"4101","20502","20502","20502","0.09125393629074097","0.09125393629074097","0.09125393629074097"
"4108","20537","20537","20537","0.079546719789505","0.079546719789505","0.079546719789505"
"4124","20617","20617","20617","0.4948238134384155","0.4948238134384155","0.4948238134384155"
